county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day
Lamar,PRECINCT 3I,BALLOTS CAST,,BALLOTS CAST,,739,453,65,221
Lamar,PRECINCT 4A6E,BALLOTS CAST,,BALLOTS CAST,,893,514,78,301
Lamar,PRECINCT 4B,BALLOTS CAST,,BALLOTS CAST,,980,381,50,549
Lamar,PRECINCT 4C,BALLOTS CAST,,BALLOTS CAST,,189,55,4,130
Lamar,PRECINCT 4D,BALLOTS CAST,,BALLOTS CAST,,827,276,41,510
Lamar,PRECINCT 4E,BALLOTS CAST,,BALLOTS CAST,,409,155,17,237
Lamar,PRECINCT 4F,BALLOTS CAST,,BALLOTS CAST,,965,551,51,363
Lamar,PRECINCT 4G,BALLOTS CAST,,BALLOTS CAST,,1092,659,56,377
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,186,102,20,64
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,232,127,23,82
Lamar,PRECINCT 1B,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,43,13,4,26
Lamar,PRECINCT 1C,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,82,41,3,38
Lamar,PRECINCT 1D,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,184,104,8,72
Lamar,PRECINCT 1E,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,179,64,4,111
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,303,198,32,73
Lamar,PRECINCT 1F,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,215,89,9,117
Lamar,PRECINCT 1G,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,123,44,9,70
Lamar,PRECINCT 1H,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,110,56,1,53
Lamar,PRECINCT 1I,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,26,8,0,18
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,94,47,8,39
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,101,57,5,39
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,274,142,20,112
Lamar,PRECINCT 2D,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,122,32,5,85
Lamar,PRECINCT 2E,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,146,50,10,86
Lamar,PRECINCT 2F,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,50,16,2,32
Lamar,PRECINCT 2G,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,72,33,3,36
Lamar,PRECINCT 2H,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,45,26,5,14
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,682,400,88,194
Lamar,PRECINCT 3D,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,201,60,18,123
Lamar,PRECINCT 3E,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,305,136,11,158
Lamar,PRECINCT 3F,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,154,49,10,95
Lamar,PRECINCT 3G,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,174,75,6,93
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,189,115,18,56
Lamar,PRECINCT 3I,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,345,225,31,89
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,405,222,49,134
Lamar,PRECINCT 4B,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,452,182,26,244
Lamar,PRECINCT 4C,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,75,24,2,49
Lamar,PRECINCT 4D,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,419,157,21,241
Lamar,PRECINCT 4E,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,202,96,10,96
Lamar,PRECINCT 4F,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,474,277,36,161
Lamar,PRECINCT 4G,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,530,338,29,163
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,129,83,0,46
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,210,127,8,75
Lamar,PRECINCT 1B,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,10,1,0,9
Lamar,PRECINCT 1C,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,7,4,0,3
Lamar,PRECINCT 1D,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,39,17,1,21
Lamar,PRECINCT 1E,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,34,11,0,23
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,66,48,3,15
Lamar,PRECINCT 1F,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,26,6,2,18
Lamar,PRECINCT 1G,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,22,2,1,19
Lamar,PRECINCT 1H,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,19,9,0,10
Lamar,PRECINCT 1I,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,4,2,0,2
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,380,220,12,148
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,393,214,11,168
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,232,131,5,96
Lamar,PRECINCT 2D,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,78,15,4,59
Lamar,PRECINCT 2E,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,16,8,1,7
Lamar,PRECINCT 2F,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,8,2,0,6
Lamar,PRECINCT 2G,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,26,2,0,24
Lamar,PRECINCT 2H,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,36,19,0,17
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,288,163,19,106
Lamar,PRECINCT 3D,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,41,11,1,29
Lamar,PRECINCT 3E,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,19,7,0,12
Lamar,PRECINCT 3F,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,17,4,0,13
Lamar,PRECINCT 3G,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,37,21,0,16
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,80,51,7,22
Lamar,PRECINCT 3I,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,41,24,1,16
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,99,55,5,39
Lamar,PRECINCT 4B,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,87,37,2,48
Lamar,PRECINCT 4C,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,33,8,0,25
Lamar,PRECINCT 4D,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,51,17,4,30
Lamar,PRECINCT 4E,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,36,6,0,30
Lamar,PRECINCT 4F,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,91,49,3,39
Lamar,PRECINCT 4G,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,66,42,8,16
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,0,1
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,4,1,0,3
Lamar,PRECINCT 1B,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Lamar,PRECINCT 1C,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 1D,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,3,1,0,2
Lamar,PRECINCT 1E,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,4,2,0,2
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,1,0
Lamar,PRECINCT 1F,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Lamar,PRECINCT 1G,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,0,0,2
Lamar,PRECINCT 1H,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,4,1,0,3
Lamar,PRECINCT 1I,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,1,0
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,1,0,5
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,0,1
Lamar,PRECINCT 2D,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Lamar,PRECINCT 2E,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 2F,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Lamar,PRECINCT 2G,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,1,0
Lamar,PRECINCT 2H,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,0,1
Lamar,PRECINCT 3D,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 3E,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,0,0,2
Lamar,PRECINCT 3F,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,0,0,2
Lamar,PRECINCT 3G,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 3I,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,3,0,3
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,2,0,0
Lamar,PRECINCT 4B,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,9,1,1,7
Lamar,PRECINCT 4C,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Lamar,PRECINCT 4D,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,2,1,3
Lamar,PRECINCT 4E,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,0,1
Lamar,PRECINCT 4F,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,4,0,0,4
Lamar,PRECINCT 4G,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,0,0,2
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Lamar,PRECINCT 1B,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1,0,0
Lamar,PRECINCT 1C,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1D,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1E,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1F,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Lamar,PRECINCT 1G,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1H,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1I,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,GREEN PARTY,GRN,2,2,0,0
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 2D,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,1,0
Lamar,PRECINCT 2E,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 2F,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 2G,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 2H,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,GREEN PARTY,GRN,2,1,0,1
Lamar,PRECINCT 3D,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Lamar,PRECINCT 3E,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 3F,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 3G,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 3I,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 4B,STRAIGHT PARTY,,GREEN PARTY,GRN,3,0,0,3
Lamar,PRECINCT 4C,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1,0,0
Lamar,PRECINCT 4D,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 4E,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 4F,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 4G,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1B,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1C,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1D,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1E,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1F,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1G,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1H,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1I,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,OVER VOTES,,2,0,0,2
Lamar,PRECINCT 2D,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2E,STRAIGHT PARTY,,OVER VOTES,,1,0,1,0
Lamar,PRECINCT 2F,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2G,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 2H,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3D,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3E,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3F,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3G,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 3I,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4B,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4C,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4D,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4E,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4F,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 4G,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Lamar,PRECINCT 1A3B,STRAIGHT PARTY,,UNDER VOTES,,173,73,13,87
Lamar,PRECINCT 1A5A,STRAIGHT PARTY,,UNDER VOTES,,295,160,15,120
Lamar,PRECINCT 1B,STRAIGHT PARTY,,UNDER VOTES,,74,25,5,44
Lamar,PRECINCT 1C,STRAIGHT PARTY,,UNDER VOTES,,88,35,5,48
Lamar,PRECINCT 1D,STRAIGHT PARTY,,UNDER VOTES,,140,76,4,60
Lamar,PRECINCT 1E,STRAIGHT PARTY,,UNDER VOTES,,205,60,10,135
Lamar,PRECINCT 1E7C,STRAIGHT PARTY,,UNDER VOTES,,317,183,40,94
Lamar,PRECINCT 1F,STRAIGHT PARTY,,UNDER VOTES,,256,71,10,175
Lamar,PRECINCT 1G,STRAIGHT PARTY,,UNDER VOTES,,144,23,13,108
Lamar,PRECINCT 1H,STRAIGHT PARTY,,UNDER VOTES,,142,48,6,88
Lamar,PRECINCT 1I,STRAIGHT PARTY,,UNDER VOTES,,43,5,0,38
Lamar,PRECINCT 2A1A,STRAIGHT PARTY,,UNDER VOTES,,145,71,13,61
Lamar,PRECINCT 2B2A,STRAIGHT PARTY,,UNDER VOTES,,143,71,5,67
Lamar,PRECINCT 2C3A,STRAIGHT PARTY,,UNDER VOTES,,238,102,15,121
Lamar,PRECINCT 2D,STRAIGHT PARTY,,UNDER VOTES,,171,26,9,136
Lamar,PRECINCT 2E,STRAIGHT PARTY,,UNDER VOTES,,176,60,8,108
Lamar,PRECINCT 2F,STRAIGHT PARTY,,UNDER VOTES,,31,8,1,22
Lamar,PRECINCT 2G,STRAIGHT PARTY,,UNDER VOTES,,81,27,1,53
Lamar,PRECINCT 2H,STRAIGHT PARTY,,UNDER VOTES,,63,39,3,21
Lamar,PRECINCT 3C7G,STRAIGHT PARTY,,UNDER VOTES,,734,437,43,254
Lamar,PRECINCT 3D,STRAIGHT PARTY,,UNDER VOTES,,208,66,8,134
Lamar,PRECINCT 3E,STRAIGHT PARTY,,UNDER VOTES,,356,147,15,194
Lamar,PRECINCT 3F,STRAIGHT PARTY,,UNDER VOTES,,144,49,2,93
Lamar,PRECINCT 3G,STRAIGHT PARTY,,UNDER VOTES,,157,60,7,90
Lamar,PRECINCT 3H3C,STRAIGHT PARTY,,UNDER VOTES,,111,51,16,44
Lamar,PRECINCT 3I,STRAIGHT PARTY,,UNDER VOTES,,347,201,33,113
Lamar,PRECINCT 4A6E,STRAIGHT PARTY,,UNDER VOTES,,387,235,24,128
Lamar,PRECINCT 4B,STRAIGHT PARTY,,UNDER VOTES,,429,161,21,247
Lamar,PRECINCT 4C,STRAIGHT PARTY,,UNDER VOTES,,80,22,2,56
Lamar,PRECINCT 4D,STRAIGHT PARTY,,UNDER VOTES,,351,100,15,236
Lamar,PRECINCT 4E,STRAIGHT PARTY,,UNDER VOTES,,169,52,7,110
Lamar,PRECINCT 4F,STRAIGHT PARTY,,UNDER VOTES,,396,225,12,159
Lamar,PRECINCT 4G,STRAIGHT PARTY,,UNDER VOTES,,494,279,19,196
Lamar,PRECINCT 1A3B,President,,Mitt Romney / Paul Ryan,REP,305,151,30,124
Lamar,PRECINCT 1A5A,President,,Mitt Romney / Paul Ryan,REP,420,228,33,159
Lamar,PRECINCT 1B,President,,Mitt Romney / Paul Ryan,REP,106,33,7,66
Lamar,PRECINCT 1C,President,,Mitt Romney / Paul Ryan,REP,157,73,7,77
Lamar,PRECINCT 1D,President,,Mitt Romney / Paul Ryan,REP,308,173,11,124
Lamar,PRECINCT 1E,President,,Mitt Romney / Paul Ryan,REP,333,116,10,207
Lamar,PRECINCT 1E7C,President,,Mitt Romney / Paul Ryan,REP,554,350,60,144
Lamar,PRECINCT 1F,President,,Mitt Romney / Paul Ryan,REP,429,149,18,262
Lamar,PRECINCT 1G,President,,Mitt Romney / Paul Ryan,REP,231,64,19,148
Lamar,PRECINCT 1H,President,,Mitt Romney / Paul Ryan,REP,244,101,6,137
Lamar,PRECINCT 1I,President,,Mitt Romney / Paul Ryan,REP,61,12,0,49
Lamar,PRECINCT 2A1A,President,,Mitt Romney / Paul Ryan,REP,162,82,16,64
Lamar,PRECINCT 2B2A,President,,Mitt Romney / Paul Ryan,REP,173,96,6,71
Lamar,PRECINCT 2C3A,President,,Mitt Romney / Paul Ryan,REP,433,214,33,186
Lamar,PRECINCT 2D,President,,Mitt Romney / Paul Ryan,REP,243,49,10,184
Lamar,PRECINCT 2E,President,,Mitt Romney / Paul Ryan,REP,296,107,17,172
Lamar,PRECINCT 2F,President,,Mitt Romney / Paul Ryan,REP,79,22,3,54
Lamar,PRECINCT 2G,President,,Mitt Romney / Paul Ryan,REP,144,58,4,82
Lamar,PRECINCT 2H,President,,Mitt Romney / Paul Ryan,REP,94,54,7,33
