county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,election_day_ivo,votes
Rusk,114,Railroad Commissioner,,,Grady Yarbrough,15.0,92.0,63.0,170.0
Rusk,114,Railroad Commissioner,,,Mark Miller,2.0,9.0,9.0,20.0
Rusk,114,Railroad Commissioner,,,Martina Salinas,2.0,3.0,3.0,8.0
Rusk,201,Railroad Commissioner,,,Wayne Christian,52.0,308.0,67.0,427.0
Rusk,201,Railroad Commissioner,,,Grady Yarbrough,11.0,59.0,28.0,98.0
Rusk,201,Railroad Commissioner,,,Mark Miller,3.0,13.0,6.0,22.0
Rusk,201,Railroad Commissioner,,,Martina Salinas,0.0,5.0,0.0,5.0
Rusk,212,Railroad Commissioner,,,Wayne Christian,31.0,341.0,77.0,449.0
Rusk,212,Railroad Commissioner,,,Grady Yarbrough,13.0,49.0,16.0,78.0
Rusk,212,Railroad Commissioner,,,Mark Miller,1.0,7.0,3.0,11.0
Rusk,212,Railroad Commissioner,,,Martina Salinas,0.0,1.0,0.0,1.0
Rusk,213,Railroad Commissioner,,,Wayne Christian,78.0,594.0,322.0,994.0
Rusk,213,Railroad Commissioner,,,Grady Yarbrough,10.0,124.0,69.0,203.0
Rusk,213,Railroad Commissioner,,,Mark Miller,1.0,12.0,18.0,31.0
Rusk,213,Railroad Commissioner,,,Martina Salinas,0.0,3.0,2.0,5.0
Rusk,214,Railroad Commissioner,,,Wayne Christian,59.0,723.0,393.0,1175.0
Rusk,214,Railroad Commissioner,,,Grady Yarbrough,20.0,198.0,104.0,322.0
Rusk,214,Railroad Commissioner,,,Mark Miller,4.0,24.0,14.0,42.0
Rusk,214,Railroad Commissioner,,,Martina Salinas,1.0,9.0,6.0,16.0
Rusk,215,Railroad Commissioner,,,Wayne Christian,53.0,627.0,278.0,958.0
Rusk,215,Railroad Commissioner,,,Grady Yarbrough,24.0,153.0,150.0,327.0
Rusk,215,Railroad Commissioner,,,Mark Miller,5.0,19.0,16.0,40.0
Rusk,215,Railroad Commissioner,,,Martina Salinas,1.0,8.0,12.0,21.0
Rusk,302,Railroad Commissioner,,,Wayne Christian,13.0,240.0,62.0,315.0
Rusk,302,Railroad Commissioner,,,Grady Yarbrough,58.0,148.0,65.0,271.0
Rusk,302,Railroad Commissioner,,,Mark Miller,1.0,6.0,3.0,10.0
Rusk,302,Railroad Commissioner,,,Martina Salinas,0.0,3.0,1.0,4.0
Rusk,303,Railroad Commissioner,,,Wayne Christian,45.0,300.0,94.0,439.0
Rusk,303,Railroad Commissioner,,,Grady Yarbrough,41.0,206.0,93.0,340.0
Rusk,303,Railroad Commissioner,,,Mark Miller,0.0,17.0,6.0,23.0
Rusk,303,Railroad Commissioner,,,Martina Salinas,1.0,3.0,6.0,10.0
Rusk,314,Railroad Commissioner,,,Wayne Christian,37.0,402.0,114.0,553.0
Rusk,314,Railroad Commissioner,,,Grady Yarbrough,9.0,49.0,21.0,79.0
Rusk,314,Railroad Commissioner,,,Mark Miller,0.0,10.0,4.0,14.0
Rusk,314,Railroad Commissioner,,,Martina Salinas,1.0,0.0,1.0,2.0
Rusk,315,Railroad Commissioner,,,Wayne Christian,27.0,278.0,166.0,471.0
Rusk,315,Railroad Commissioner,,,Grady Yarbrough,0.0,25.0,19.0,44.0
Rusk,315,Railroad Commissioner,,,Mark Miller,1.0,9.0,10.0,20.0
Rusk,315,Railroad Commissioner,,,Martina Salinas,0.0,3.0,1.0,4.0
Rusk,316,Railroad Commissioner,,,Wayne Christian,12.0,109.0,111.0,232.0
Rusk,316,Railroad Commissioner,,,Grady Yarbrough,9.0,19.0,14.0,42.0
Rusk,316,Railroad Commissioner,,,Mark Miller,0.0,3.0,5.0,8.0
Rusk,316,Railroad Commissioner,,,Martina Salinas,0.0,1.0,0.0,1.0
Rusk,317,Railroad Commissioner,,,Wayne Christian,22.0,56.0,119.0,197.0
Rusk,317,Railroad Commissioner,,,Grady Yarbrough,26.0,39.0,95.0,160.0
Rusk,317,Railroad Commissioner,,,Mark Miller,2.0,5.0,3.0,10.0
Rusk,317,Railroad Commissioner,,,Martina Salinas,0.0,1.0,3.0,4.0
Rusk,318,Railroad Commissioner,,,Wayne Christian,39.0,280.0,200.0,519.0
Rusk,318,Railroad Commissioner,,,Grady Yarbrough,14.0,57.0,68.0,139.0
Rusk,318,Railroad Commissioner,,,Mark Miller,2.0,12.0,8.0,22.0
Rusk,318,Railroad Commissioner,,,Martina Salinas,0.0,1.0,4.0,5.0
Rusk,319,Railroad Commissioner,,,Wayne Christian,4.0,53.0,61.0,118.0
Rusk,319,Railroad Commissioner,,,Grady Yarbrough,14.0,38.0,42.0,94.0
Rusk,319,Railroad Commissioner,,,Mark Miller,1.0,4.0,2.0,7.0
Rusk,319,Railroad Commissioner,,,Martina Salinas,1.0,0.0,0.0,1.0
Rusk,404,Railroad Commissioner,,,Wayne Christian,77.0,648.0,151.0,876.0
Rusk,404,Railroad Commissioner,,,Grady Yarbrough,10.0,123.0,35.0,168.0
Rusk,404,Railroad Commissioner,,,Mark Miller,0.0,17.0,4.0,21.0
Rusk,404,Railroad Commissioner,,,Martina Salinas,0.0,3.0,0.0,3.0
Rusk,405,Railroad Commissioner,,,Wayne Christian,68.0,458.0,104.0,630.0
Rusk,405,Railroad Commissioner,,,Grady Yarbrough,13.0,80.0,28.0,121.0
Rusk,405,Railroad Commissioner,,,Mark Miller,1.0,17.0,11.0,29.0
Rusk,405,Railroad Commissioner,,,Martina Salinas,0.0,5.0,3.0,8.0
Rusk,416,Railroad Commissioner,,,Wayne Christian,27.0,292.0,102.0,421.0
Rusk,416,Railroad Commissioner,,,Grady Yarbrough,9.0,54.0,18.0,81.0
Rusk,416,Railroad Commissioner,,,Mark Miller,0.0,7.0,4.0,11.0
Rusk,416,Railroad Commissioner,,,Martina Salinas,0.0,4.0,1.0,5.0
Rusk,417,Railroad Commissioner,,,Wayne Christian,25.0,345.0,236.0,606.0
Rusk,417,Railroad Commissioner,,,Grady Yarbrough,10.0,89.0,66.0,165.0
Rusk,417,Railroad Commissioner,,,Mark Miller,0.0,9.0,15.0,24.0
Rusk,417,Railroad Commissioner,,,Martina Salinas,1.0,5.0,7.0,13.0
Rusk,418,Railroad Commissioner,,,Wayne Christian,76.0,572.0,345.0,993.0
Rusk,418,Railroad Commissioner,,,Grady Yarbrough,15.0,136.0,79.0,230.0
Rusk,418,Railroad Commissioner,,,Mark Miller,0.0,12.0,12.0,24.0
Rusk,418,Railroad Commissioner,,,Martina Salinas,0.0,5.0,4.0,9.0
Rusk,Total:,Railroad Commissioner,,,Wayne Christian,985.0,9026.0,4017.0,14028.0
Rusk,Total:,Railroad Commissioner,,,Grady Yarbrough,367.0,2119.0,1236.0,3722.0
Rusk,Total:,Railroad Commissioner,,,Mark Miller,32.0,278.0,187.0,497.0
Rusk,Total:,Railroad Commissioner,,,Martina Salinas,9.0,77.0,67.0,153.0
Rusk,111,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,36.0,331.0,96.0,463.0
Rusk,111,"Justice, Supreme Court, Place 3",,,Mike Westergren,6.0,61.0,25.0,92.0
Rusk,111,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,8.0,2.0,12.0
Rusk,111,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,0.0,3.0
Rusk,112,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,71.0,595.0,303.0,969.0
Rusk,112,"Justice, Supreme Court, Place 3",,,Mike Westergren,19.0,112.0,46.0,177.0
Rusk,112,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,13.0,9.0,23.0
Rusk,112,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,2.0,5.0
Rusk,113,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,101.0,1052.0,337.0,1490.0
Rusk,113,"Justice, Supreme Court, Place 3",,,Mike Westergren,25.0,208.0,88.0,321.0
Rusk,113,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,23.0,17.0,41.0
Rusk,113,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,8.0,8.0,16.0
Rusk,114,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,33.0,408.0,294.0,735.0
Rusk,114,"Justice, Supreme Court, Place 3",,,Mike Westergren,15.0,92.0,54.0,161.0
Rusk,114,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,11.0,12.0,25.0
Rusk,114,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,2.0,2.0,6.0
Rusk,201,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,51.0,315.0,74.0,440.0
Rusk,201,"Justice, Supreme Court, Place 3",,,Mike Westergren,11.0,55.0,25.0,91.0
Rusk,201,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,10.0,1.0,13.0
Rusk,201,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,2.0,0.0,2.0
Rusk,212,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,31.0,341.0,76.0,448.0
Rusk,212,"Justice, Supreme Court, Place 3",,,Mike Westergren,13.0,47.0,16.0,76.0
Rusk,212,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,7.0,5.0,13.0
Rusk,212,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,0.0,0.0,0.0
Rusk,213,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,77.0,605.0,322.0,1004.0
Rusk,213,"Justice, Supreme Court, Place 3",,,Mike Westergren,12.0,117.0,67.0,196.0
Rusk,213,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,8.0,18.0,27.0
Rusk,213,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,5.0,0.0,5.0
Rusk,214,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,61.0,734.0,389.0,1184.0
Rusk,214,"Justice, Supreme Court, Place 3",,,Mike Westergren,21.0,196.0,105.0,322.0
Rusk,214,"Justice, Supreme Court, Place 3",,,Kathie Glass,3.0,17.0,13.0,33.0
Rusk,214,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,10.0,5.0,15.0
Rusk,215,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,53.0,632.0,286.0,971.0
Rusk,215,"Justice, Supreme Court, Place 3",,,Mike Westergren,23.0,154.0,141.0,318.0
Rusk,215,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,17.0,15.0,34.0
Rusk,215,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,7.0,9.0,18.0
Rusk,302,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,14.0,242.0,60.0,316.0
Rusk,302,"Justice, Supreme Court, Place 3",,,Mike Westergren,58.0,145.0,68.0,271.0
Rusk,302,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,6.0,3.0,9.0
Rusk,302,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,1.0,4.0
Rusk,303,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,44.0,301.0,98.0,443.0
Rusk,303,"Justice, Supreme Court, Place 3",,,Mike Westergren,43.0,207.0,90.0,340.0
Rusk,303,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,8.0,7.0,15.0
Rusk,303,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1.0,4.0,6.0,11.0
Rusk,314,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,37.0,414.0,116.0,567.0
Rusk,314,"Justice, Supreme Court, Place 3",,,Mike Westergren,8.0,46.0,20.0,74.0
Rusk,314,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,4.0,4.0,8.0
Rusk,314,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,0.0,1.0,1.0
Rusk,315,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,27.0,282.0,168.0,477.0
Rusk,315,"Justice, Supreme Court, Place 3",,,Mike Westergren,0.0,21.0,21.0,42.0
Rusk,315,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,6.0,7.0,13.0
Rusk,315,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,2.0,2.0,4.0
Rusk,316,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,12.0,105.0,108.0,225.0
Rusk,316,"Justice, Supreme Court, Place 3",,,Mike Westergren,7.0,19.0,15.0,41.0
Rusk,316,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,4.0,5.0,9.0
Rusk,316,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,0.0,1.0,1.0
Rusk,317,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,25.0,57.0,118.0,200.0
Rusk,317,"Justice, Supreme Court, Place 3",,,Mike Westergren,26.0,42.0,95.0,163.0
Rusk,317,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,3.0,9.0,12.0
Rusk,317,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1.0,0.0,1.0,2.0
Rusk,318,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,35.0,269.0,200.0,504.0
Rusk,318,"Justice, Supreme Court, Place 3",,,Mike Westergren,15.0,67.0,66.0,148.0
Rusk,318,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,5.0,11.0,18.0
Rusk,318,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,1.0,4.0
Rusk,319,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,4.0,48.0,59.0,111.0
Rusk,319,"Justice, Supreme Court, Place 3",,,Mike Westergren,16.0,38.0,44.0,98.0
Rusk,319,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,6.0,2.0,8.0
Rusk,319,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,0.0,0.0,0.0
Rusk,404,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,76.0,658.0,150.0,884.0
Rusk,404,"Justice, Supreme Court, Place 3",,,Mike Westergren,11.0,109.0,36.0,156.0
Rusk,404,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,11.0,3.0,14.0
Rusk,404,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,10.0,2.0,12.0
Rusk,405,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,66.0,465.0,110.0,641.0
Rusk,405,"Justice, Supreme Court, Place 3",,,Mike Westergren,14.0,87.0,30.0,131.0
Rusk,405,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,10.0,6.0,17.0
Rusk,405,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,2.0,5.0
Rusk,416,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,25.0,295.0,102.0,422.0
Rusk,416,"Justice, Supreme Court, Place 3",,,Mike Westergren,8.0,53.0,17.0,78.0
Rusk,416,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,6.0,5.0,11.0
Rusk,416,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,3.0,0.0,3.0
Rusk,417,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,26.0,352.0,239.0,617.0
Rusk,417,"Justice, Supreme Court, Place 3",,,Mike Westergren,9.0,84.0,72.0,165.0
Rusk,417,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,9.0,9.0,18.0
Rusk,417,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,2.0,7.0,9.0
Rusk,418,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,74.0,569.0,351.0,994.0
Rusk,418,"Justice, Supreme Court, Place 3",,,Mike Westergren,15.0,135.0,73.0,223.0
Rusk,418,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,18.0,9.0,27.0
Rusk,418,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0.0,0.0,4.0,4.0
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,979.0,9070.0,4056.0,14105.0
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Mike Westergren,375.0,2095.0,1214.0,3684.0
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Kathie Glass,18.0,210.0,172.0,400.0
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,6.0,70.0,54.0,130.0
Rusk,111,"Justice, Supreme Court, Place 5",,,Paul Green,39.0,336.0,97.0,472.0
Rusk,111,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,5.0,55.0,23.0,83.0
Rusk,111,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,10.0,2.0,12.0
Rusk,111,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,1.0,2.0
Rusk,112,"Justice, Supreme Court, Place 5",,,Paul Green,70.0,586.0,301.0,957.0
Rusk,112,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20.0,115.0,49.0,184.0
Rusk,112,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,14.0,8.0,23.0
Rusk,112,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,6.0,2.0,8.0
Rusk,113,"Justice, Supreme Court, Place 5",,,Paul Green,97.0,1053.0,339.0,1489.0
Rusk,113,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,24.0,211.0,91.0,326.0
Rusk,113,"Justice, Supreme Court, Place 5",,,Tom Oxford,3.0,22.0,16.0,41.0
Rusk,113,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1.0,6.0,4.0,11.0
Rusk,114,"Justice, Supreme Court, Place 5",,,Paul Green,33.0,412.0,294.0,739.0
Rusk,114,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,14.0,89.0,50.0,153.0
Rusk,114,"Justice, Supreme Court, Place 5",,,Tom Oxford,2.0,8.0,14.0,24.0
Rusk,114,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,5.0,4.0,12.0
Rusk,201,"Justice, Supreme Court, Place 5",,,Paul Green,54.0,316.0,71.0,441.0
Rusk,201,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,9.0,55.0,26.0,90.0
Rusk,201,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,11.0,3.0,15.0
Rusk,201,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,2.0,0.0,2.0
Rusk,212,"Justice, Supreme Court, Place 5",,,Paul Green,32.0,339.0,79.0,450.0
Rusk,212,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,13.0,49.0,15.0,77.0
Rusk,212,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,2.0,3.0,5.0
Rusk,212,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,0.0,1.0
Rusk,213,"Justice, Supreme Court, Place 5",,,Paul Green,80.0,601.0,327.0,1008.0
Rusk,213,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,9.0,120.0,66.0,195.0
Rusk,213,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,9.0,13.0,23.0
Rusk,213,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,5.0,1.0,6.0
Rusk,214,"Justice, Supreme Court, Place 5",,,Paul Green,60.0,736.0,394.0,1190.0
Rusk,214,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,22.0,201.0,102.0,325.0
Rusk,214,"Justice, Supreme Court, Place 5",,,Tom Oxford,3.0,11.0,7.0,21.0
Rusk,214,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,6.0,5.0,11.0
Rusk,215,"Justice, Supreme Court, Place 5",,,Paul Green,56.0,633.0,284.0,973.0
Rusk,215,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20.0,159.0,151.0,330.0
Rusk,215,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,10.0,14.0,25.0
Rusk,215,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,6.0,1.0,10.0
Rusk,302,"Justice, Supreme Court, Place 5",,,Paul Green,14.0,236.0,62.0,312.0
Rusk,302,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,56.0,152.0,68.0,276.0
Rusk,302,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,3.0,2.0,6.0
Rusk,302,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1.0,2.0,1.0,4.0
Rusk,303,"Justice, Supreme Court, Place 5",,,Paul Green,45.0,295.0,96.0,436.0
Rusk,303,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43.0,213.0,97.0,353.0
Rusk,303,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,7.0,5.0,12.0
Rusk,303,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,3.0,4.0,7.0
Rusk,314,"Justice, Supreme Court, Place 5",,,Paul Green,37.0,416.0,117.0,570.0
Rusk,314,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,8.0,39.0,20.0,67.0
Rusk,314,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,4.0,4.0,8.0
Rusk,314,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,4.0,0.0,4.0
Rusk,315,"Justice, Supreme Court, Place 5",,,Paul Green,26.0,281.0,169.0,476.0
Rusk,315,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,0.0,21.0,20.0,41.0
Rusk,315,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,8.0,7.0,16.0
Rusk,315,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,2.0,3.0
Rusk,316,"Justice, Supreme Court, Place 5",,,Paul Green,12.0,106.0,112.0,230.0
Rusk,316,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,7.0,15.0,10.0,32.0
Rusk,316,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,4.0,7.0,11.0
Rusk,316,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,0.0,1.0
Rusk,317,"Justice, Supreme Court, Place 5",,,Paul Green,23.0,57.0,120.0,200.0
Rusk,317,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,27.0,43.0,95.0,165.0
Rusk,317,"Justice, Supreme Court, Place 5",,,Tom Oxford,2.0,2.0,7.0,11.0
Rusk,317,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,0.0,0.0,0.0
Rusk,318,"Justice, Supreme Court, Place 5",,,Paul Green,36.0,273.0,208.0,517.0
Rusk,318,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,15.0,61.0,63.0,139.0
Rusk,318,"Justice, Supreme Court, Place 5",,,Tom Oxford,2.0,5.0,5.0,12.0
Rusk,318,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,2.0,2.0,4.0
Rusk,319,"Justice, Supreme Court, Place 5",,,Paul Green,4.0,50.0,61.0,115.0
Rusk,319,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,15.0,38.0,41.0,94.0
Rusk,319,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,4.0,3.0,8.0
Rusk,319,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,0.0,0.0,0.0
Rusk,404,"Justice, Supreme Court, Place 5",,,Paul Green,76.0,653.0,150.0,879.0
Rusk,404,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,10.0,119.0,36.0,165.0
Rusk,404,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,13.0,4.0,18.0
Rusk,404,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,6.0,1.0,7.0
Rusk,405,"Justice, Supreme Court, Place 5",,,Paul Green,70.0,466.0,117.0,653.0
Rusk,405,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,10.0,84.0,27.0,121.0
Rusk,405,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,9.0,4.0,14.0
Rusk,405,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,4.0,0.0,4.0
Rusk,416,"Justice, Supreme Court, Place 5",,,Paul Green,24.0,302.0,98.0,424.0
Rusk,416,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,8.0,48.0,19.0,75.0
Rusk,416,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,7.0,3.0,10.0
Rusk,416,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,2.0,3.0
Rusk,417,"Justice, Supreme Court, Place 5",,,Paul Green,25.0,356.0,241.0,622.0
Rusk,417,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,11.0,84.0,70.0,165.0
Rusk,417,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,9.0,13.0,22.0
Rusk,417,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,0.0,2.0,2.0
Rusk,418,"Justice, Supreme Court, Place 5",,,Paul Green,75.0,571.0,345.0,991.0
Rusk,418,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,14.0,134.0,82.0,230.0
Rusk,418,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,13.0,8.0,21.0
Rusk,418,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,2.0,3.0,5.0
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Paul Green,988.0,9074.0,4082.0,14144.0
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,360.0,2105.0,1221.0,3686.0
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Tom Oxford,21.0,185.0,152.0,358.0
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,8.0,64.0,35.0,107.0
Rusk,111,"Justice, Supreme Court, Place 9",,,Eva Guzman,35.0,324.0,92.0,451.0
Rusk,111,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7.0,63.0,28.0,98.0
Rusk,111,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,14.0,1.0,17.0
Rusk,111,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,1.0,2.0,3.0
Rusk,112,"Justice, Supreme Court, Place 9",,,Eva Guzman,70.0,585.0,299.0,954.0
Rusk,112,"Justice, Supreme Court, Place 9",,,Savannah Robinson,18.0,108.0,49.0,175.0
Rusk,112,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,19.0,8.0,29.0
Rusk,112,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,7.0,3.0,11.0
Rusk,113,"Justice, Supreme Court, Place 9",,,Eva Guzman,100.0,1044.0,335.0,1479.0
Rusk,113,"Justice, Supreme Court, Place 9",,,Savannah Robinson,23.0,215.0,93.0,331.0
Rusk,113,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,27.0,12.0,41.0
Rusk,113,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,5.0,9.0,15.0
Rusk,114,"Justice, Supreme Court, Place 9",,,Eva Guzman,33.0,403.0,289.0,725.0
Rusk,114,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14.0,92.0,55.0,161.0
Rusk,114,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,14.0,13.0,29.0
Rusk,114,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3.0,7.0,5.0,15.0
Rusk,201,"Justice, Supreme Court, Place 9",,,Eva Guzman,53.0,306.0,69.0,428.0
Rusk,201,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10.0,61.0,27.0,98.0
Rusk,201,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,13.0,3.0,17.0
