county,precinct,office,district,candidate,party,early_voting,election day,votes
Kerr,107,Lieutenant Governor,,Leticia Van de Putte,,32,33,65
Kerr,107,Lieutenant Governor,,Robert D. Butler,,10,7,17
Kerr,107,Lieutenant Governor,,Chandrakantha Courtney,,1,1,2
Kerr,107,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,107,Lieutenant Governor,,Under Votes,,2,5,7
Kerr,107,Attorney General,,Ken Paxton,,196,138,334
Kerr,107,Attorney General,,Sam Houston,,31,30,61
Kerr,107,Attorney General,,Jamie Balagia,,9,6,15
Kerr,107,Attorney General,,Jamar Osborne,,1,1,2
Kerr,107,Attorney General,,Over Votes,,0,0,0
Kerr,107,Attorney General,,Under Votes,,4,3,7
Kerr,107,Comptroller of Public Accounts,,Glenn Hegar,,188,134,322
Kerr,107,Comptroller of Public Accounts,,Mike Collier,,30,28,58
Kerr,107,Comptroller of Public Accounts,,Ben Sanders,,15,7,22
Kerr,107,Comptroller of Public Accounts,,Deb Shafto,,0,2,2
Kerr,107,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,107,Comptroller of Public Accounts,,Under Votes,,8,7,15
Kerr,107,Commissioner of the General Land Office,,George P. Bush,,199,137,336
Kerr,107,Commissioner of the General Land Office,,John Cook,,26,26,52
Kerr,107,Commissioner of the General Land Office,,Justin Knight,,10,7,17
Kerr,107,Commissioner of the General Land Office,,Valerie Alessi,,2,3,5
Kerr,107,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,107,Commissioner of the General Land Office,,Under Votes,,4,5,9
Kerr,107,Commissioner of Agriculture,,Sid Miller,,196,130,326
Kerr,107,Commissioner of Agriculture,,Jim Hogan,,26,28,54
Kerr,107,Commissioner of Agriculture,,David (Rocky) Palmquist,,12,10,22
Kerr,107,Commissioner of Agriculture,,Kenneth Kendrick,,2,2,4
Kerr,107,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,107,Commissioner of Agriculture,,Under Votes,,5,8,13
Kerr,107,Ballots Cast,,,,,,419
Kerr,107,Railroad Commissioner,,Ryan Sitton,,188,131,319
Kerr,107,Railroad Commissioner,,Steve Brown,,28,25,53
Kerr,107,Railroad Commissioner,,Mark A. Miller,,17,10,27
Kerr,107,Railroad Commissioner,,Martina Salinas,,2,6,8
Kerr,107,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,107,Railroad Commissioner,,Under Votes,,6,6,12
Kerr,107,Ballots Cast,,,,,,419
Kerr,107,State Representative,53,Andrew S. Murr,,204,142,346
Kerr,107,State Representative,53,Maximilian Martin,,20,20,40
Kerr,107,State Representative,53,Over Votes,,0,0,0
Kerr,107,State Representative,53,Under Votes,,17,16,33
Kerr,109,Ballots Cast,,,,,,701
Kerr,109,Straight Party,,,REP,258,149,407
Kerr,109,Straight Party,,,DEM,40,10,50
Kerr,109,Straight Party,,,LIB,2,0,2
Kerr,109,Straight Party,,,GRN,0,0,0
Kerr,109,Straight Party,,Over Votes,,0,0,0
Kerr,109,Straight Party,,Under Votes,,176,66,242
Kerr,109,U.S. Senate,,John Cornyn,,384,189,573
Kerr,109,U.S. Senate,,David M. Alameel,,68,20,88
Kerr,109,U.S. Senate,,Rebecca Paddock,,14,8,22
Kerr,109,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,1,1,2
Kerr,109,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Kerr,109,U.S. Senate,,Over Votes,,0,0,0
Kerr,109,U.S. Senate,,Under Votes,,9,7,16
Kerr,109,U.S. House,21,Lamar Smith,,379,191,570
Kerr,109,U.S. House,21,Ryan Shields,,38,15,53
Kerr,109,U.S. House,21,Antonio Diaz,,19,6,25
Kerr,109,U.S. House,21,Over Votes,,0,0,0
Kerr,109,U.S. House,21,Under Votes,,40,13,53
Kerr,109,Governor,,Greg Abbott,,377,191,568
Kerr,109,Governor,,Wendy R. Davis,,90,30,120
Kerr,109,Governor,,Kathie Glass,,7,2,9
Kerr,109,Governor,,Brandon Parmer,,1,2,3
Kerr,109,Governor,,Sarah M. Pavitt (W),,0,0,0
Kerr,109,Governor,,Over Votes,,0,0,0
Kerr,109,Governor,,Under Votes,,1,0,1
Kerr,109,Ballots Cast,,,,,,701
Kerr,109,Lieutenant Governor,,Dan Patrick,,374,187,561
Kerr,109,Lieutenant Governor,,Leticia Van de Putte,,90,30,120
Kerr,109,Lieutenant Governor,,Robert D. Butler,,9,7,16
Kerr,109,Lieutenant Governor,,Chandrakantha Courtney,,1,0,1
Kerr,109,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,109,Lieutenant Governor,,Under Votes,,2,1,3
Kerr,109,Attorney General,,Ken Paxton,,380,190,570
Kerr,109,Attorney General,,Sam Houston,,80,27,107
Kerr,109,Attorney General,,Jamie Balagia,,9,6,15
Kerr,109,Attorney General,,Jamar Osborne,,1,0,1
Kerr,109,Attorney General,,Over Votes,,0,0,0
Kerr,109,Attorney General,,Under Votes,,6,2,8
Kerr,109,Comptroller of Public Accounts,,Glenn Hegar,,376,186,562
Kerr,109,Comptroller of Public Accounts,,Mike Collier,,78,20,98
Kerr,109,Comptroller of Public Accounts,,Ben Sanders,,14,10,24
Kerr,109,Comptroller of Public Accounts,,Deb Shafto,,0,3,3
Kerr,109,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,109,Comptroller of Public Accounts,,Under Votes,,8,6,14
Kerr,109,Commissioner of the General Land Office,,George P. Bush,,382,183,565
Kerr,109,Commissioner of the General Land Office,,John Cook,,73,22,95
Kerr,109,Commissioner of the General Land Office,,Justin Knight,,11,9,20
Kerr,109,Commissioner of the General Land Office,,Valerie Alessi,,1,2,3
Kerr,109,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,109,Commissioner of the General Land Office,,Under Votes,,9,9,18
Kerr,109,Commissioner of Agriculture,,Sid Miller,,376,187,563
Kerr,109,Commissioner of Agriculture,,Jim Hogan,,72,20,92
Kerr,109,Commissioner of Agriculture,,David (Rocky) Palmquist,,12,6,18
Kerr,109,Commissioner of Agriculture,,Kenneth Kendrick,,5,6,11
Kerr,109,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,109,Commissioner of Agriculture,,Under Votes,,11,6,17
Kerr,109,Ballots Cast,,,,,,701
Kerr,109,Railroad Commissioner,,Ryan Sitton,,368,179,547
Kerr,109,Railroad Commissioner,,Steve Brown,,77,24,101
Kerr,109,Railroad Commissioner,,Mark A. Miller,,12,13,25
Kerr,109,Railroad Commissioner,,Martina Salinas,,7,2,9
Kerr,109,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,109,Railroad Commissioner,,Under Votes,,12,7,19
Kerr,109,Ballots Cast,,,,,,701
Kerr,109,State Representative,53,Andrew S. Murr,,391,197,588
Kerr,109,State Representative,53,Maximilian Martin,,37,15,52
Kerr,109,State Representative,53,Over Votes,,0,0,0
Kerr,109,State Representative,53,Under Votes,,48,13,61
Kerr,113,Ballots Cast,,,,,,786
Kerr,113,Straight Party,,,REP,279,144,423
Kerr,113,Straight Party,,,DEM,43,19,62
Kerr,113,Straight Party,,,LIB,2,2,4
Kerr,113,Straight Party,,,GRN,0,0,0
Kerr,113,Straight Party,,Over Votes,,0,0,0
Kerr,113,Straight Party,,Under Votes,,178,119,297
Kerr,113,U.S. Senate,,John Cornyn,,387,223,610
Kerr,113,U.S. Senate,,David M. Alameel,,93,40,133
Kerr,113,U.S. Senate,,Rebecca Paddock,,10,14,24
Kerr,113,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,4,3,7
Kerr,113,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Kerr,113,U.S. Senate,,Over Votes,,0,0,0
Kerr,113,U.S. Senate,,Under Votes,,8,4,12
Kerr,113,U.S. House,21,Lamar Smith,,400,223,623
Kerr,113,U.S. House,21,Ryan Shields,,33,28,61
Kerr,113,U.S. House,21,Antonio Diaz,,23,11,34
Kerr,113,U.S. House,21,Over Votes,,0,0,0
Kerr,113,U.S. House,21,Under Votes,,46,22,68
Kerr,113,Governor,,Greg Abbott,,387,214,601
Kerr,113,Governor,,Wendy R. Davis,,108,63,171
Kerr,113,Governor,,Kathie Glass,,3,7,10
Kerr,113,Governor,,Brandon Parmer,,0,0,0
Kerr,113,Governor,,Sarah M. Pavitt (W),,0,0,0
Kerr,113,Governor,,Over Votes,,0,0,0
Kerr,113,Governor,,Under Votes,,4,0,4
Kerr,113,Ballots Cast,,,,,,786
Kerr,113,Lieutenant Governor,,Dan Patrick,,378,209,587
Kerr,113,Lieutenant Governor,,Leticia Van de Putte,,112,60,172
Kerr,113,Lieutenant Governor,,Robert D. Butler,,8,10,18
Kerr,113,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0
Kerr,113,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,113,Lieutenant Governor,,Under Votes,,4,5,9
Kerr,113,Attorney General,,Ken Paxton,,392,221,613
Kerr,113,Attorney General,,Sam Houston,,96,47,143
Kerr,113,Attorney General,,Jamie Balagia,,6,9,15
Kerr,113,Attorney General,,Jamar Osborne,,2,0,2
Kerr,113,Attorney General,,Over Votes,,0,0,0
Kerr,113,Attorney General,,Under Votes,,6,7,13
Kerr,113,Comptroller of Public Accounts,,Glenn Hegar,,387,204,591
Kerr,113,Comptroller of Public Accounts,,Mike Collier,,91,43,134
Kerr,113,Comptroller of Public Accounts,,Ben Sanders,,12,17,29
Kerr,113,Comptroller of Public Accounts,,Deb Shafto,,3,2,5
Kerr,113,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,113,Comptroller of Public Accounts,,Under Votes,,9,18,27
Kerr,113,Commissioner of the General Land Office,,George P. Bush,,396,221,617
Kerr,113,Commissioner of the General Land Office,,John Cook,,89,45,134
Kerr,113,Commissioner of the General Land Office,,Justin Knight,,10,9,19
Kerr,113,Commissioner of the General Land Office,,Valerie Alessi,,2,2,4
Kerr,113,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,113,Commissioner of the General Land Office,,Under Votes,,5,7,12
Kerr,113,Commissioner of Agriculture,,Sid Miller,,375,206,581
Kerr,113,Commissioner of Agriculture,,Jim Hogan,,97,47,144
Kerr,113,Commissioner of Agriculture,,David (Rocky) Palmquist,,9,14,23
Kerr,113,Commissioner of Agriculture,,Kenneth Kendrick,,7,5,12
Kerr,113,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,113,Commissioner of Agriculture,,Under Votes,,14,12,26
Kerr,113,Ballots Cast,,,,,,786
Kerr,113,Railroad Commissioner,,Ryan Sitton,,377,209,586
Kerr,113,Railroad Commissioner,,Steve Brown,,97,46,143
Kerr,113,Railroad Commissioner,,Mark A. Miller,,13,11,24
Kerr,113,Railroad Commissioner,,Martina Salinas,,3,5,8
Kerr,113,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,113,Railroad Commissioner,,Under Votes,,12,13,25
Kerr,113,Ballots Cast,,,,,,786
Kerr,113,State Representative,53,Andrew S. Murr,,410,227,637
Kerr,113,State Representative,53,Maximilian Martin,,36,28,64
Kerr,113,State Representative,53,Over Votes,,0,0,0
Kerr,113,State Representative,53,Under Votes,,56,29,85
Kerr,118,Ballots Cast,,,,,,151
Kerr,118,Straight Party,,,REP,69,19,88
Kerr,118,Straight Party,,,DEM,8,1,9
Kerr,118,Straight Party,,,LIB,0,0,0
Kerr,118,Straight Party,,,GRN,0,0,0
Kerr,118,Straight Party,,Over Votes,,0,0,0
Kerr,118,Straight Party,,Under Votes,,37,17,54
Kerr,118,U.S. Senate,,John Cornyn,,85,30,115
Kerr,118,U.S. Senate,,David M. Alameel,,21,5,26
Kerr,118,U.S. Senate,,Rebecca Paddock,,6,2,8
Kerr,118,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,1,0,1
Kerr,118,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Kerr,118,U.S. Senate,,Over Votes,,0,0,0
Kerr,118,U.S. Senate,,Under Votes,,1,0,1
Kerr,118,U.S. House,21,Lamar Smith,,91,31,122
Kerr,118,U.S. House,21,Ryan Shields,,13,4,17
Kerr,118,U.S. House,21,Antonio Diaz,,4,1,5
Kerr,118,U.S. House,21,Over Votes,,0,0,0
Kerr,118,U.S. House,21,Under Votes,,6,1,7
Kerr,118,Governor,,Greg Abbott,,83,30,113
Kerr,118,Governor,,Wendy R. Davis,,29,6,35
Kerr,118,Governor,,Kathie Glass,,2,1,3
Kerr,118,Governor,,Brandon Parmer,,0,0,0
Kerr,118,Governor,,Sarah M. Pavitt (W),,0,0,0
Kerr,118,Governor,,Over Votes,,0,0,0
Kerr,118,Governor,,Under Votes,,0,0,0
Kerr,118,Ballots Cast,,,,,,151
Kerr,118,Lieutenant Governor,,Dan Patrick,,82,26,108
Kerr,118,Lieutenant Governor,,Leticia Van de Putte,,30,6,36
Kerr,118,Lieutenant Governor,,Robert D. Butler,,1,3,4
Kerr,118,Lieutenant Governor,,Chandrakantha Courtney,,0,1,1
Kerr,118,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,118,Lieutenant Governor,,Under Votes,,1,1,2
Kerr,118,Attorney General,,Ken Paxton,,87,27,114
Kerr,118,Attorney General,,Sam Houston,,23,5,28
Kerr,118,Attorney General,,Jamie Balagia,,3,3,6
Kerr,118,Attorney General,,Jamar Osborne,,0,1,1
Kerr,118,Attorney General,,Over Votes,,0,0,0
Kerr,118,Attorney General,,Under Votes,,1,1,2
Kerr,118,Comptroller of Public Accounts,,Glenn Hegar,,85,30,115
Kerr,118,Comptroller of Public Accounts,,Mike Collier,,25,4,29
Kerr,118,Comptroller of Public Accounts,,Ben Sanders,,1,1,2
Kerr,118,Comptroller of Public Accounts,,Deb Shafto,,0,1,1
Kerr,118,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,118,Comptroller of Public Accounts,,Under Votes,,3,1,4
Kerr,118,Commissioner of the General Land Office,,George P. Bush,,87,30,117
Kerr,118,Commissioner of the General Land Office,,John Cook,,19,4,23
Kerr,118,Commissioner of the General Land Office,,Justin Knight,,4,1,5
Kerr,118,Commissioner of the General Land Office,,Valerie Alessi,,2,2,4
Kerr,118,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,118,Commissioner of the General Land Office,,Under Votes,,2,0,2
Kerr,118,Commissioner of Agriculture,,Sid Miller,,82,30,112
Kerr,118,Commissioner of Agriculture,,Jim Hogan,,20,4,24
Kerr,118,Commissioner of Agriculture,,David (Rocky) Palmquist,,6,1,7
Kerr,118,Commissioner of Agriculture,,Kenneth Kendrick,,3,1,4
Kerr,118,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,118,Commissioner of Agriculture,,Under Votes,,3,1,4
Kerr,118,Ballots Cast,,,,,,151
Kerr,118,Railroad Commissioner,,Ryan Sitton,,83,28,111
Kerr,118,Railroad Commissioner,,Steve Brown,,19,5,24
Kerr,118,Railroad Commissioner,,Mark A. Miller,,6,2,8
Kerr,118,Railroad Commissioner,,Martina Salinas,,3,1,4
Kerr,118,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,118,Railroad Commissioner,,Under Votes,,3,1,4
Kerr,118,Ballots Cast,,,,,,151
Kerr,118,State Representative,53,Andrew S. Murr,,89,29,118
Kerr,118,State Representative,53,Maximilian Martin,,10,7,17
Kerr,118,State Representative,53,Over Votes,,0,0,0
Kerr,118,State Representative,53,Under Votes,,15,1,16
Kerr,119,Ballots Cast,,,,,,847
Kerr,119,Straight Party,,,REP,266,129,395
Kerr,119,Straight Party,,,DEM,59,22,81
Kerr,119,Straight Party,,,LIB,1,5,6
Kerr,119,Straight Party,,,GRN,1,0,1
Kerr,119,Straight Party,,Over Votes,,0,0,0
Kerr,119,Straight Party,,Under Votes,,249,115,364
Kerr,119,U.S. Senate,,John Cornyn,,407,214,621
Kerr,119,U.S. Senate,,David M. Alameel,,127,37,164
Kerr,119,U.S. Senate,,Rebecca Paddock,,28,12,40
Kerr,119,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,7,4,11
Kerr,119,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Kerr,119,U.S. Senate,,Over Votes,,0,0,0
Kerr,119,U.S. Senate,,Under Votes,,7,4,11
Kerr,119,U.S. House,21,Lamar Smith,,394,213,607
Kerr,119,U.S. House,21,Ryan Shields,,74,22,96
Kerr,119,U.S. House,21,Antonio Diaz,,48,20,68
Kerr,119,U.S. House,21,Over Votes,,0,0,0
Kerr,119,U.S. House,21,Under Votes,,60,16,76
Kerr,119,Governor,,Greg Abbott,,396,208,604
Kerr,119,Governor,,Wendy R. Davis,,167,51,218
Kerr,119,Governor,,Kathie Glass,,8,7,15
Kerr,119,Governor,,Brandon Parmer,,2,4,6
Kerr,119,Governor,,Sarah M. Pavitt (W),,0,0,0
Kerr,119,Governor,,Over Votes,,0,0,0
Kerr,119,Governor,,Under Votes,,3,1,4
Kerr,119,Ballots Cast,,,,,,847
Kerr,119,Lieutenant Governor,,Dan Patrick,,389,203,592
Kerr,119,Lieutenant Governor,,Leticia Van de Putte,,169,48,217
Kerr,119,Lieutenant Governor,,Robert D. Butler,,12,15,27
Kerr,119,Lieutenant Governor,,Chandrakantha Courtney,,2,3,5
Kerr,119,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,119,Lieutenant Governor,,Under Votes,,4,2,6
Kerr,119,Attorney General,,Ken Paxton,,397,200,597
Kerr,119,Attorney General,,Sam Houston,,159,46,205
Kerr,119,Attorney General,,Jamie Balagia,,12,11,23
Kerr,119,Attorney General,,Jamar Osborne,,2,7,9
Kerr,119,Attorney General,,Over Votes,,0,0,0
Kerr,119,Attorney General,,Under Votes,,6,7,13
Kerr,119,Comptroller of Public Accounts,,Glenn Hegar,,387,198,585
Kerr,119,Comptroller of Public Accounts,,Mike Collier,,143,47,190
Kerr,119,Comptroller of Public Accounts,,Ben Sanders,,27,16,43
Kerr,119,Comptroller of Public Accounts,,Deb Shafto,,6,2,8
Kerr,119,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,119,Comptroller of Public Accounts,,Under Votes,,13,8,21
Kerr,119,Commissioner of the General Land Office,,George P. Bush,,397,198,595
Kerr,119,Commissioner of the General Land Office,,John Cook,,151,42,193
Kerr,119,Commissioner of the General Land Office,,Justin Knight,,20,17,37
Kerr,119,Commissioner of the General Land Office,,Valerie Alessi,,2,9,11
Kerr,119,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,119,Commissioner of the General Land Office,,Under Votes,,6,5,11
Kerr,119,Commissioner of Agriculture,,Sid Miller,,384,194,578
Kerr,119,Commissioner of Agriculture,,Jim Hogan,,144,45,189
Kerr,119,Commissioner of Agriculture,,David (Rocky) Palmquist,,25,16,41
Kerr,119,Commissioner of Agriculture,,Kenneth Kendrick,,9,7,16
Kerr,119,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,119,Commissioner of Agriculture,,Under Votes,,14,9,23
Kerr,119,Ballots Cast,,,,,,847
Kerr,119,Railroad Commissioner,,Ryan Sitton,,383,192,575
Kerr,119,Railroad Commissioner,,Steve Brown,,153,46,199
Kerr,119,Railroad Commissioner,,Mark A. Miller,,21,20,41
Kerr,119,Railroad Commissioner,,Martina Salinas,,4,6,10
Kerr,119,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,119,Railroad Commissioner,,Under Votes,,15,7,22
Kerr,119,Ballots Cast,,,,,,847
Kerr,119,State Representative,53,Andrew S. Murr,,444,216,660
Kerr,119,State Representative,53,Maximilian Martin,,52,31,83
Kerr,119,State Representative,53,Over Votes,,0,0,0
Kerr,119,State Representative,53,Under Votes,,80,24,104
Kerr,202,Ballots Cast,,,,,,933
Kerr,202,Straight Party,,,REP,267,266,533
Kerr,202,Straight Party,,,DEM,31,37,68
Kerr,202,Straight Party,,,LIB,5,3,8
Kerr,202,Straight Party,,,GRN,0,1,1
Kerr,202,Straight Party,,Over Votes,,0,0,0
Kerr,202,Straight Party,,Under Votes,,164,159,323
Kerr,202,U.S. Senate,,John Cornyn,,375,367,742
Kerr,202,U.S. Senate,,David M. Alameel,,59,63,122
Kerr,202,U.S. Senate,,Rebecca Paddock,,24,24,48
Kerr,202,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,1,6,7
Kerr,202,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Kerr,202,U.S. Senate,,Over Votes,,0,0,0
Kerr,202,U.S. Senate,,Under Votes,,7,6,13
Kerr,202,U.S. House,21,Lamar Smith,,374,373,747
Kerr,202,U.S. House,21,Ryan Shields,,46,45,91
Kerr,202,U.S. House,21,Antonio Diaz,,14,15,29
Kerr,202,U.S. House,21,Over Votes,,0,0,0
Kerr,202,U.S. House,21,Under Votes,,32,33,65
Kerr,202,Governor,,Greg Abbott,,382,374,756
Kerr,202,Governor,,Wendy R. Davis,,72,83,155
Kerr,202,Governor,,Kathie Glass,,9,6,15
Kerr,202,Governor,,Brandon Parmer,,1,1,2
Kerr,202,Governor,,Sarah M. Pavitt (W),,0,0,0
Kerr,202,Governor,,Over Votes,,0,0,0
Kerr,202,Governor,,Under Votes,,2,2,4
Kerr,202,Ballots Cast,,,,,,933
Kerr,202,Lieutenant Governor,,Dan Patrick,,379,363,742
Kerr,202,Lieutenant Governor,,Leticia Van de Putte,,69,83,152
Kerr,202,Lieutenant Governor,,Robert D. Butler,,15,16,31
Kerr,202,Lieutenant Governor,,Chandrakantha Courtney,,1,1,2
Kerr,202,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,202,Lieutenant Governor,,Under Votes,,2,3,5
Kerr,202,Attorney General,,Ken Paxton,,380,360,740
Kerr,202,Attorney General,,Sam Houston,,67,81,148
Kerr,202,Attorney General,,Jamie Balagia,,13,12,25
Kerr,202,Attorney General,,Jamar Osborne,,2,4,6
Kerr,202,Attorney General,,Over Votes,,0,0,0
Kerr,202,Attorney General,,Under Votes,,4,9,13
