county,precinct,office,district,Candidate,party,Absentee,Early,Election,Votes
Waller,417,U.S. Senate,,John Cornyn,,6,36,67,109
Waller,418,U.S. Senate,,John Cornyn,,12,238,366,616
Waller,419,U.S. Senate,,John Cornyn,,9,16,14,39
Waller,420,U.S. Senate,,John Cornyn,,16,143,190,349
Waller,Total,U.S. Senate,,John Cornyn,,189,2619,3313,6121
Waller,101,U.S. Senate,,David M. Alameel,,5,62,66,133
Waller,102,U.S. Senate,,David M. Alameel,,12,86,78,176
Waller,103,U.S. Senate,,David M. Alameel,,5,72,48,125
Waller,104,U.S. Senate,,David M. Alameel,,2,20,40,62
Waller,105,U.S. Senate,,David M. Alameel,,2,10,17,29
Waller,206,U.S. Senate,,David M. Alameel,,5,32,59,96
Waller,207,U.S. Senate,,David M. Alameel,,8,23,57,88
Waller,208,U.S. Senate,,David M. Alameel,,3,32,64,99
Waller,309,U.S. Senate,,David M. Alameel,,1,78,384,463
Waller,310,U.S. Senate,,David M. Alameel,,4,136,144,284
Waller,311,U.S. Senate,,David M. Alameel,,3,20,27,50
Waller,312,U.S. Senate,,David M. Alameel,,2,16,28,46
Waller,313,U.S. Senate,,David M. Alameel,,0,9,22,31
Waller,414,U.S. Senate,,David M. Alameel,,2,22,46,70
Waller,415,U.S. Senate,,David M. Alameel,,2,36,32,70
Waller,416,U.S. Senate,,David M. Alameel,,5,40,90,135
Waller,417,U.S. Senate,,David M. Alameel,,3,68,112,183
Waller,418,U.S. Senate,,David M. Alameel,,1,26,36,63
Waller,419,U.S. Senate,,David M. Alameel,,7,1,0,8
Waller,420,U.S. Senate,,David M. Alameel,,1,9,17,27
Waller,Total,U.S. Senate,,David M. Alameel,,73,798,1367,2238
Waller,101,U.S. Senate,,Rebecca Paddock,,1,3,7,11
Waller,102,U.S. Senate,,Rebecca Paddock,,0,10,2,12
Waller,103,U.S. Senate,,Rebecca Paddock,,0,3,2,5
Waller,104,U.S. Senate,,Rebecca Paddock,,0,1,0,1
Waller,105,U.S. Senate,,Rebecca Paddock,,0,2,2,4
Waller,206,U.S. Senate,,Rebecca Paddock,,0,13,16,29
Waller,207,U.S. Senate,,Rebecca Paddock,,3,9,17,29
Waller,208,U.S. Senate,,Rebecca Paddock,,0,3,3,6
Waller,309,U.S. Senate,,Rebecca Paddock,,0,1,1,2
Waller,310,U.S. Senate,,Rebecca Paddock,,0,7,2,9
Waller,311,U.S. Senate,,Rebecca Paddock,,1,6,3,10
Waller,312,U.S. Senate,,Rebecca Paddock,,0,8,5,13
Waller,313,U.S. Senate,,Rebecca Paddock,,1,0,6,7
Waller,414,U.S. Senate,,Rebecca Paddock,,0,0,3,3
Waller,415,U.S. Senate,,Rebecca Paddock,,0,6,13,19
Waller,416,U.S. Senate,,Rebecca Paddock,,0,2,6,8
Waller,417,U.S. Senate,,Rebecca Paddock,,0,6,4,10
Waller,418,U.S. Senate,,Rebecca Paddock,,0,5,16,21
Waller,419,U.S. Senate,,Rebecca Paddock,,1,0,1,2
Waller,420,U.S. Senate,,Rebecca Paddock,,0,3,4,7
Waller,Total,U.S. Senate,,Rebecca Paddock,,7,88,113,208
Waller,101,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,4,4
Waller,102,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,3,4
Waller,103,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,2,2,4
Waller,104,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,0,1
Waller,105,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,3,4
Waller,206,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,5,5,10
Waller,207,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,3,8,11
Waller,208,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,1,2
Waller,309,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,4,4
Waller,310,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,4,4,8
Waller,311,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,2,1,3
Waller,312,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,2,3,5
Waller,313,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Waller,414,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,0,1
Waller,415,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,2,3
Waller,416,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,4,3,7
Waller,417,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,2,4,6
Waller,418,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,3,4
Waller,419,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,1,0,0,1
Waller,420,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,1,1
Waller,Total,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,1,31,51,83
Waller,101,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,102,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,103,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,104,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,105,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,206,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,207,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,208,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,309,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,310,U.S. Senate,,Mohammed Tahiro (W),,0,1,0,1
Waller,311,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,312,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,313,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,414,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,415,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,416,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,417,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,418,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,419,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,420,U.S. Senate,,Mohammed Tahiro (W),,0,0,0,0
Waller,Total,U.S. Senate,,Mohammed Tahiro (W),,0,1,0,1
Waller,101,U.S. Senate,,Over Votes,,0,0,0,0
Waller,102,U.S. Senate,,Over Votes,,0,0,0,0
Waller,103,U.S. Senate,,Over Votes,,0,0,0,0
Waller,104,U.S. Senate,,Over Votes,,0,0,0,0
Waller,105,U.S. Senate,,Over Votes,,0,0,0,0
Waller,206,U.S. Senate,,Over Votes,,0,0,0,0
Waller,207,U.S. Senate,,Over Votes,,0,0,0,0
Waller,208,U.S. Senate,,Over Votes,,1,0,0,1
Waller,309,U.S. Senate,,Over Votes,,0,0,0,0
Waller,310,U.S. Senate,,Over Votes,,0,0,0,0
Waller,311,U.S. Senate,,Over Votes,,0,0,0,0
Waller,312,U.S. Senate,,Over Votes,,0,0,0,0
Waller,313,U.S. Senate,,Over Votes,,0,0,0,0
Waller,414,U.S. Senate,,Over Votes,,0,0,0,0
Waller,415,U.S. Senate,,Over Votes,,0,0,0,0
Waller,416,U.S. Senate,,Over Votes,,0,0,0,0
Waller,417,U.S. Senate,,Over Votes,,0,0,0,0
Waller,418,U.S. Senate,,Over Votes,,0,0,0,0
Waller,419,U.S. Senate,,Over Votes,,0,0,0,0
Waller,420,U.S. Senate,,Over Votes,,0,0,0,0
Waller,Total,U.S. Senate,,Over Votes,,1,0,0,1
Waller,101,U.S. Senate,,Under Votes,,0,12,7,19
Waller,102,U.S. Senate,,Under Votes,,6,8,6,20
Waller,103,U.S. Senate,,Under Votes,,1,7,4,12
Waller,104,U.S. Senate,,Under Votes,,0,1,4,5
Waller,105,U.S. Senate,,Under Votes,,1,5,4,10
Waller,206,U.S. Senate,,Under Votes,,2,10,18,30
Waller,207,U.S. Senate,,Under Votes,,0,7,17,24
Waller,208,U.S. Senate,,Under Votes,,0,4,10,14
Waller,309,U.S. Senate,,Under Votes,,0,2,8,10
Waller,310,U.S. Senate,,Under Votes,,2,8,8,18
Waller,311,U.S. Senate,,Under Votes,,1,1,2,4
Waller,312,U.S. Senate,,Under Votes,,2,2,3,7
Waller,313,U.S. Senate,,Under Votes,,2,0,3,5
Waller,414,U.S. Senate,,Under Votes,,0,1,2,3
Waller,415,U.S. Senate,,Under Votes,,0,6,7,13
Waller,416,U.S. Senate,,Under Votes,,1,2,8,11
Waller,417,U.S. Senate,,Under Votes,,1,7,12,20
Waller,418,U.S. Senate,,Under Votes,,1,6,9,16
Waller,419,U.S. Senate,,Under Votes,,2,0,0,2
Waller,420,U.S. Senate,,Under Votes,,1,1,3,5
Waller,Total,U.S. Senate,,Under Votes,,23,90,135,248
Waller,101,U.S. House,10,Michael Mccaul,,11,258,196,465
Waller,102,U.S. House,10,Michael Mccaul,,14,156,87,257
Waller,103,U.S. House,10,Michael Mccaul,,11,170,85,266
Waller,104,U.S. House,10,Michael Mccaul,,4,87,77,168
Waller,105,U.S. House,10,Michael Mccaul,,5,130,128,263
Waller,206,U.S. House,10,Michael Mccaul,,19,330,448,797
Waller,207,U.S. House,10,Michael Mccaul,,33,332,586,951
Waller,208,U.S. House,10,Michael Mccaul,,11,161,173,345
Waller,309,U.S. House,10,Michael Mccaul,,0,6,7,13
Waller,310,U.S. House,10,Michael Mccaul,,2,50,30,82
Waller,311,U.S. House,10,Michael Mccaul,,4,73,108,185
Waller,312,U.S. House,10,Michael Mccaul,,17,243,263,523
Waller,313,U.S. House,10,Michael Mccaul,,2,37,89,128
Waller,414,U.S. House,10,Michael Mccaul,,0,12,45,57
Waller,415,U.S. House,10,Michael Mccaul,,19,115,271,405
Waller,416,U.S. House,10,Michael Mccaul,,5,52,125,182
Waller,417,U.S. House,10,Michael Mccaul,,6,35,72,113
Waller,418,U.S. House,10,Michael Mccaul,,12,243,372,627
Waller,419,U.S. House,10,Michael Mccaul,,9,15,14,38
Waller,420,U.S. House,10,Michael Mccaul,,14,148,190,352
Waller,Total,U.S. House,10,Michael Mccaul,,198,2653,3366,6217
Waller,101,U.S. House,10,Tawana Walter-Cadien,,4,63,69,136
Waller,102,U.S. House,10,Tawana Walter-Cadien,,13,90,81,184
Waller,103,U.S. House,10,Tawana Walter-Cadien,,3,77,50,130
Waller,104,U.S. House,10,Tawana Walter-Cadien,,2,22,42,66
Waller,105,U.S. House,10,Tawana Walter-Cadien,,1,10,17,28
Waller,206,U.S. House,10,Tawana Walter-Cadien,,3,32,61,96
Waller,207,U.S. House,10,Tawana Walter-Cadien,,8,25,55,88
Waller,208,U.S. House,10,Tawana Walter-Cadien,,3,34,60,97
Waller,309,U.S. House,10,Tawana Walter-Cadien,,1,80,390,471
Waller,310,U.S. House,10,Tawana Walter-Cadien,,6,149,154,309
Waller,311,U.S. House,10,Tawana Walter-Cadien,,4,20,25,49
Waller,312,U.S. House,10,Tawana Walter-Cadien,,0,15,30,45
Waller,313,U.S. House,10,Tawana Walter-Cadien,,1,10,20,31
Waller,414,U.S. House,10,Tawana Walter-Cadien,,3,24,47,74
Waller,415,U.S. House,10,Tawana Walter-Cadien,,1,39,31,71
Waller,416,U.S. House,10,Tawana Walter-Cadien,,3,42,91,136
Waller,417,U.S. House,10,Tawana Walter-Cadien,,4,75,114,193
Waller,418,U.S. House,10,Tawana Walter-Cadien,,1,24,36,61
Waller,419,U.S. House,10,Tawana Walter-Cadien,,6,2,0,8
Waller,420,U.S. House,10,Tawana Walter-Cadien,,3,8,15,26
Waller,Total,U.S. House,10,Tawana Walter-Cadien,,70,841,1388,2299
Waller,101,U.S. House,10,Bill Kelsey,,0,4,7,11
Waller,102,U.S. House,10,Bill Kelsey,,0,4,2,6
Waller,103,U.S. House,10,Bill Kelsey,,0,3,1,4
Waller,104,U.S. House,10,Bill Kelsey,,0,0,3,3
Waller,105,U.S. House,10,Bill Kelsey,,0,4,5,9
Waller,206,U.S. House,10,Bill Kelsey,,0,10,13,23
Waller,207,U.S. House,10,Bill Kelsey,,2,5,14,21
Waller,208,U.S. House,10,Bill Kelsey,,0,2,3,5
Waller,309,U.S. House,10,Bill Kelsey,,0,0,1,1
Waller,310,U.S. House,10,Bill Kelsey,,0,2,1,3
Waller,311,U.S. House,10,Bill Kelsey,,1,5,1,7
Waller,312,U.S. House,10,Bill Kelsey,,1,3,6,10
Waller,313,U.S. House,10,Bill Kelsey,,0,0,6,6
Waller,414,U.S. House,10,Bill Kelsey,,0,0,1,1
Waller,415,U.S. House,10,Bill Kelsey,,0,2,9,11
Waller,416,U.S. House,10,Bill Kelsey,,0,1,6,7
Waller,417,U.S. House,10,Bill Kelsey,,0,2,3,5
Waller,418,U.S. House,10,Bill Kelsey,,0,5,14,19
Waller,419,U.S. House,10,Bill Kelsey,,0,0,1,1
Waller,420,U.S. House,10,Bill Kelsey,,0,0,2,2
Waller,Total,U.S. House,10,Bill Kelsey,,4,52,99,155
Waller,101,U.S. House,10,Over Votes,,0,0,0,0
Waller,102,U.S. House,10,Over Votes,,0,0,0,0
Waller,103,U.S. House,10,Over Votes,,0,0,0,0
Waller,104,U.S. House,10,Over Votes,,0,0,0,0
Waller,105,U.S. House,10,Over Votes,,0,0,0,0
Waller,206,U.S. House,10,Over Votes,,0,0,0,0
Waller,207,U.S. House,10,Over Votes,,0,0,0,0
Waller,208,U.S. House,10,Over Votes,,0,0,0,0
Waller,309,U.S. House,10,Over Votes,,0,0,0,0
Waller,310,U.S. House,10,Over Votes,,0,0,0,0
Waller,311,U.S. House,10,Over Votes,,0,0,0,0
Waller,312,U.S. House,10,Over Votes,,0,0,0,0
Waller,313,U.S. House,10,Over Votes,,0,0,0,0
Waller,414,U.S. House,10,Over Votes,,0,0,0,0
Waller,415,U.S. House,10,Over Votes,,0,0,0,0
Waller,416,U.S. House,10,Over Votes,,0,0,0,0
Waller,417,U.S. House,10,Over Votes,,0,0,0,0
Waller,418,U.S. House,10,Over Votes,,0,0,0,0
Waller,419,U.S. House,10,Over Votes,,0,0,0,0
Waller,420,U.S. House,10,Over Votes,,0,0,0,0
Waller,Total,U.S. House,10,Over Votes,,0,0,0,0
Waller,101,U.S. House,10,Under Votes,,1,10,6,17
Waller,102,U.S. House,10,Under Votes,,3,4,8,15
Waller,103,U.S. House,10,Under Votes,,3,10,2,15
Waller,104,U.S. House,10,Under Votes,,1,2,3,6
Waller,105,U.S. House,10,Under Votes,,0,2,3,5
Waller,206,U.S. House,10,Under Votes,,2,9,18,29
Waller,207,U.S. House,10,Under Votes,,0,5,12,17
Waller,208,U.S. House,10,Under Votes,,0,5,10,15
Waller,309,U.S. House,10,Under Votes,,0,2,7,9
Waller,310,U.S. House,10,Under Votes,,1,8,6,15
Waller,311,U.S. House,10,Under Votes,,2,2,5,9
Waller,312,U.S. House,10,Under Votes,,1,2,1,4
Waller,313,U.S. House,10,Under Votes,,2,0,4,6
Waller,414,U.S. House,10,Under Votes,,0,1,2,3
Waller,415,U.S. House,10,Under Votes,,1,4,8,13
Waller,416,U.S. House,10,Under Votes,,2,4,5,11
Waller,417,U.S. House,10,Under Votes,,0,7,10,17
Waller,418,U.S. House,10,Under Votes,,1,4,8,13
Waller,419,U.S. House,10,Under Votes,,0,0,0,0
Waller,420,U.S. House,10,Under Votes,,1,0,8,9
Waller,Total,U.S. House,10,Under Votes,,21,81,126,228
Waller,101,Governor,,Greg Abbott,,9,252,187,448
Waller,102,Governor,,Greg Abbott,,9,152,87,248
Waller,103,Governor,,Greg Abbott,,10,169,80,259
Waller,104,Governor,,Greg Abbott,,3,89,78,170
Waller,105,Governor,,Greg Abbott,,2,127,122,251
Waller,206,Governor,,Greg Abbott,,8,323,443,774
Waller,207,Governor,,Greg Abbott,,29,328,565,922
Waller,208,Governor,,Greg Abbott,,9,160,165,334
Waller,309,Governor,,Greg Abbott,,0,5,5,10
Waller,310,Governor,,Greg Abbott,,2,46,32,80
Waller,311,Governor,,Greg Abbott,,6,68,103,177
Waller,312,Governor,,Greg Abbott,,14,236,252,502
Waller,313,Governor,,Greg Abbott,,1,36,92,129
Waller,414,Governor,,Greg Abbott,,0,11,43,54
Waller,415,Governor,,Greg Abbott,,13,111,266,390
Waller,416,Governor,,Greg Abbott,,3,52,120,175
Waller,417,Governor,,Greg Abbott,,4,35,69,108
Waller,418,Governor,,Greg Abbott,,12,236,368,616
Waller,419,Governor,,Greg Abbott,,12,16,14,42
Waller,420,Governor,,Greg Abbott,,10,138,184,332
Waller,Total,Governor,,Greg Abbott,,156,2590,3275,6021
Waller,101,Governor,,Wendy R. Davis,,6,74,82,162
Waller,102,Governor,,Wendy R. Davis,,19,98,86,203
Waller,103,Governor,,Wendy R. Davis,,7,81,57,145
Waller,104,Governor,,Wendy R. Davis,,4,22,46,72
Waller,105,Governor,,Wendy R. Davis,,3,17,24,44
Waller,206,Governor,,Wendy R. Davis,,12,46,83,141
Waller,207,Governor,,Wendy R. Davis,,12,29,74,115
Waller,208,Governor,,Wendy R. Davis,,4,41,80,125
Waller,309,Governor,,Wendy R. Davis,,1,82,395,478
Waller,310,Governor,,Wendy R. Davis,,6,153,153,312
Waller,311,Governor,,Wendy R. Davis,,4,27,29,60
Waller,312,Governor,,Wendy R. Davis,,4,24,44,72
Waller,313,Governor,,Wendy R. Davis,,2,10,23,35
Waller,414,Governor,,Wendy R. Davis,,3,26,50,79
Waller,415,Governor,,Wendy R. Davis,,6,44,44,94
Waller,416,Governor,,Wendy R. Davis,,7,44,97,148
Waller,417,Governor,,Wendy R. Davis,,3,77,117,197
Waller,418,Governor,,Wendy R. Davis,,1,37,49,87
Waller,419,Governor,,Wendy R. Davis,,9,1,1,11
Waller,420,Governor,,Wendy R. Davis,,7,15,27,49
Waller,Total,Governor,,Wendy R. Davis,,120,948,1561,2629
Waller,101,Governor,,Kathie Glass,,0,1,2,3
Waller,102,Governor,,Kathie Glass,,0,0,0,0
Waller,103,Governor,,Kathie Glass,,0,3,0,3
Waller,104,Governor,,Kathie Glass,,0,0,0,0
Waller,105,Governor,,Kathie Glass,,0,1,4,5
Waller,206,Governor,,Kathie Glass,,2,2,5,9
Waller,207,Governor,,Kathie Glass,,0,3,17,20
Waller,208,Governor,,Kathie Glass,,0,0,0,0
Waller,309,Governor,,Kathie Glass,,0,0,1,1
Waller,310,Governor,,Kathie Glass,,0,3,1,4
Waller,311,Governor,,Kathie Glass,,0,1,0,1
Waller,312,Governor,,Kathie Glass,,1,2,1,4
Waller,313,Governor,,Kathie Glass,,0,1,2,3
Waller,414,Governor,,Kathie Glass,,0,0,0,0
Waller,415,Governor,,Kathie Glass,,0,3,5,8
Waller,416,Governor,,Kathie Glass,,0,0,2,2
Waller,417,Governor,,Kathie Glass,,0,3,5,8
