county,office,candidate,party,precinct,early_voting,election_day
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.8,2,4
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.9,2,2
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.1,1,2
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.10,1,8
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.2,7,17
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.3,10,5
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.4,0,5
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.5,5,5
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.6,1,3
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.7,0,0
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.8,2,5
Haskell,Attorney General,Justin Adatto Nelson,DEM,Pct.9,1,2
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 1,16,31
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 1,9,10
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 1,1,5
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 1,5,2
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 10,5,13
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 10,2,11
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 10,2,1
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 10,0,4
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 2,22,35
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 2,13,11
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 2,8,2
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 2,0,3
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 3,10,13
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 3,11,7
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 3,3,3
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 3,1,2
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 4,8,16
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 4,4,7
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 4,3,1
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 4,1,3
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 5,6,17
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 5,7,14
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 5,2,3
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 5,2,2
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 6,5,20
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 6,7,12
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 6,0,4
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 6,0,0
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 7,4,1
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 7,4,4
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 7,0,2
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 7,0,0
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 8,3,6
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 8,3,1
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 8,0,1
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 8,2,0
Haskell,Commissioner of the General Land Office,George Bush,REP,Pct. 9,4,19
Haskell,Commissioner of the General Land Office,Jerry Patterson,REP,Pct. 9,4,11
Haskell,Commissioner of the General Land Office,Richard Range,REP,Pct. 9,1,1
Haskell,Commissioner of the General Land Office,William Edwards,REP,Pct. 9,0,1
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 1,2,3
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 1,23,42
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 1,7,5
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 10,3,8
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 10,6,19
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 10,0,2
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 2,5,7
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 2,33,36
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 2,9,8
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 3,2,4
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 3,21,24
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 3,2,1
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 4,1,3
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 4,12,22
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 4,3,3
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 5,1,9
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 5,13,26
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 5,3,1
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 6,5,6
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 6,5,30
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 6,2,5
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 7,0,3
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 7,8,2
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 7,0,1
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 8,0,2
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 8,5,4
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 8,3,1
Haskell,Commissioner of Agriculture,Jimmie Hogan,REP,Pct. 9,0,3
Haskell,Commissioner of Agriculture,Sidney Miller,REP,Pct. 9,7,24
Haskell,Commissioner of Agriculture,Trey Blocker,REP,Pct. 9,0,5
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 1,1,0
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 1,2,0
Haskell,U.S. Senate,Mary Miller,REP,Pct. 1,0,1
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 1,29,53
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 1,0,0
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 10,10,4
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 10,0,0
Haskell,U.S. Senate,Mary Miller,REP,Pct. 10,0,1
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 10,9,25
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 10,0,0
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 2,7,5
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 2,0,6
Haskell,U.S. Senate,Mary Miller,REP,Pct. 2,2,3
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 2,37,40
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 2,3,3
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 3,1,3
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 3,0,0
Haskell,U.S. Senate,Mary Miller,REP,Pct. 3,0,0
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 3,22,25
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 3,1,1
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 4,0,1
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 4,1,1
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 4,14,0
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 4,0,26
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 4,0,0
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 5,1,5
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 5,1,2
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 5,13,4
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 5,1,27
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 5,1,0
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 6,1,3
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 6,0,0
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 6,10,0
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 6,0,35
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 6,0,1
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 7,0,1
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 7,0,1
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 7,8,1
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 7,0,3
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 7,0,0
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 8,0,0
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 8,0,0
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 8,8,0
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 8,0,7
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 8,0,1
Haskell,U.S. Senate,Bruce Jacobson,REP,Pct. 9,0,7
Haskell,U.S. Senate,Geraldine Sam,REP,Pct. 9,0,0
Haskell,U.S. Senate,Rafael Cruz,REP,Pct. 9,9,3
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 9,0,24
Haskell,U.S. Senate,Stefano de Stefano IV,REP,Pct. 9,0,0
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 1,31,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 10,9,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 2,47,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 3,24,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 4,15,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 5,16,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 6,10,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 7,8,
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 8,8,
