county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,early_voting,election_day,votes
Rusk,213,Straight Party,,,Green Party,0,0,0,0,0
Rusk,214,Straight Party,,,Republican Party,47,488,535,270,805
Rusk,214,Straight Party,,,Democratic Party,15,139,154,84,238
Rusk,214,Straight Party,,,Libertarian Party,1,3,4,4,8
Rusk,214,Straight Party,,,Green Party,0,2,2,1,3
Rusk,215,Straight Party,,,Republican Party,41,390,431,184,615
Rusk,215,Straight Party,,,Democratic Party,16,110,126,111,237
Rusk,215,Straight Party,,,Libertarian Party,0,1,1,1,2
Rusk,215,Straight Party,,,Green Party,0,1,1,1,2
Rusk,302,Straight Party,,,Republican Party,9,135,144,45,189
Rusk,302,Straight Party,,,Democratic Party,45,112,157,60,217
Rusk,302,Straight Party,,,Libertarian Party,0,1,1,1,2
Rusk,302,Straight Party,,,Green Party,0,0,0,1,1
Rusk,303,Straight Party,,,Republican Party,30,181,211,53,264
Rusk,303,Straight Party,,,Democratic Party,27,155,182,68,250
Rusk,303,Straight Party,,,Libertarian Party,1,1,2,1,3
Rusk,303,Straight Party,,,Green Party,0,1,1,0,1
Rusk,314,Straight Party,,,Republican Party,22,198,220,69,289
Rusk,314,Straight Party,,,Democratic Party,6,28,34,13,47
Rusk,314,Straight Party,,,Libertarian Party,0,0,0,0,0
Rusk,314,Straight Party,,,Green Party,0,0,0,0,0
Rusk,315,Straight Party,,,Republican Party,15,166,181,103,284
Rusk,315,Straight Party,,,Democratic Party,0,10,10,10,20
Rusk,315,Straight Party,,,Libertarian Party,0,1,1,2,3
Rusk,315,Straight Party,,,Green Party,0,0,0,0,0
Rusk,316,Straight Party,,,Republican Party,6,52,58,54,112
Rusk,316,Straight Party,,,Democratic Party,5,13,18,12,30
Rusk,316,Straight Party,,,Libertarian Party,0,1,1,2,3
Rusk,316,Straight Party,,,Green Party,0,0,0,0,0
Rusk,317,Straight Party,,,Republican Party,16,25,41,58,99
Rusk,317,Straight Party,,,Democratic Party,20,32,52,78,130
Rusk,317,Straight Party,,,Libertarian Party,0,0,0,1,1
Rusk,317,Straight Party,,,Green Party,0,0,0,1,1
Rusk,318,Straight Party,,,Republican Party,15,84,99,80,179
Rusk,318,Straight Party,,,Democratic Party,12,36,48,45,93
Rusk,318,Straight Party,,,Libertarian Party,0,4,4,2,6
Rusk,318,Straight Party,,,Green Party,0,1,1,0,1
Rusk,319,Straight Party,,,Republican Party,3,14,17,30,47
Rusk,319,Straight Party,,,Democratic Party,9,28,37,36,73
Rusk,319,Straight Party,,,Libertarian Party,0,0,0,0,0
Rusk,319,Straight Party,,,Green Party,0,0,0,0,0
Rusk,404,Straight Party,,,Republican Party,56,382,438,83,521
Rusk,404,Straight Party,,,Democratic Party,8,66,74,24,98
Rusk,404,Straight Party,,,Libertarian Party,0,1,1,2,3
Rusk,404,Straight Party,,,Green Party,0,1,1,0,1
Rusk,405,Straight Party,,,Republican Party,46,297,343,58,401
Rusk,405,Straight Party,,,Democratic Party,5,58,63,20,83
Rusk,405,Straight Party,,,Libertarian Party,0,1,1,0,1
Rusk,405,Straight Party,,,Green Party,0,1,1,0,1
Rusk,416,Straight Party,,,Republican Party,18,171,189,59,248
Rusk,416,Straight Party,,,Democratic Party,5,26,31,13,44
Rusk,416,Straight Party,,,Libertarian Party,0,1,1,0,1
Rusk,416,Straight Party,,,Green Party,0,0,0,0,0
Rusk,417,Straight Party,,,Republican Party,14,227,241,161,402
Rusk,417,Straight Party,,,Democratic Party,4,65,69,53,122
Rusk,417,Straight Party,,,Libertarian Party,0,2,2,3,5
Rusk,417,Straight Party,,,Green Party,0,1,1,0,1
Rusk,418,Straight Party,,,Republican Party,48,340,388,215,603
Rusk,418,Straight Party,,,Democratic Party,13,90,103,51,154
Rusk,418,Straight Party,,,Libertarian Party,0,4,4,2,6
Rusk,418,Straight Party,,,Green Party,0,0,0,1,1
Rusk,Total:,Straight Party,,,Republican Party,673,5609,6282,2492,8774
Rusk,Total:,Straight Party,,,Democratic Party,258,1474,1732,916,2648
Rusk,Total:,Straight Party,,,Libertarian Party,4,31,35,35,70
Rusk,Total:,Straight Party,,,Green Party,0,9,9,9,18
Rusk,111,President,,,Donald J. Trump / Mike Pence,40,389,429,101,530
Rusk,111,President,,,Hillary Clinton / Tim Kaine,5,71,76,23,99
Rusk,111,President,,,Gary Johnson / William Weld,0,6,6,0,6
Rusk,111,President,,,Jill Stein / Ajamu Baraka,0,1,1,0,1
Rusk,111,President,,,WRITE-IN,0,4,4,1,5
Rusk,112,President,,,Donald J. Trump / Mike Pence,68,616,684,311,995
Rusk,112,President,,,Hillary Clinton / Tim Kaine,19,112,131,51,182
Rusk,112,President,,,Gary Johnson / William Weld,1,7,8,3,11
Rusk,112,President,,,Jill Stein / Ajamu Baraka,0,2,2,2,4
Rusk,112,President,,,WRITE-IN,0,3,3,1,4
Rusk,113,President,,,Donald J. Trump / Mike Pence,101,1079,1180,340,1520
Rusk,113,President,,,Hillary Clinton / Tim Kaine,27,224,251,97,348
Rusk,113,President,,,Gary Johnson / William Weld,1,21,22,15,37
Rusk,113,President,,,Jill Stein / Ajamu Baraka,1,2,3,7,10
Rusk,113,President,,,WRITE-IN,0,5,5,7,12
Rusk,114,President,,,Donald J. Trump / Mike Pence,33,432,465,304,769
Rusk,114,President,,,Hillary Clinton / Tim Kaine,14,91,105,58,163
Rusk,114,President,,,Gary Johnson / William Weld,3,8,11,4,15
Rusk,114,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0
Rusk,114,President,,,WRITE-IN,2,1,3,2,5
Rusk,201,President,,,Donald J. Trump / Mike Pence,55,320,375,71,446
Rusk,201,President,,,Hillary Clinton / Tim Kaine,11,67,78,26,104
Rusk,201,President,,,Gary Johnson / William Weld,2,10,12,6,18
Rusk,201,President,,,Jill Stein / Ajamu Baraka,0,1,1,1,2
Rusk,201,President,,,WRITE-IN,1,9,10,1,11
Rusk,212,President,,,Donald J. Trump / Mike Pence,30,357,387,78,465
Rusk,212,President,,,Hillary Clinton / Tim Kaine,15,49,64,21,85
Rusk,212,President,,,Gary Johnson / William Weld,0,1,1,3,4
Rusk,212,President,,,Jill Stein / Ajamu Baraka,0,1,1,0,1
Rusk,212,President,,,WRITE-IN,0,1,1,1,2
Rusk,213,President,,,Donald J. Trump / Mike Pence,81,606,687,329,1016
Rusk,213,President,,,Hillary Clinton / Tim Kaine,9,123,132,69,201
Rusk,213,President,,,Gary Johnson / William Weld,1,9,10,13,23
Rusk,213,President,,,Jill Stein / Ajamu Baraka,0,0,0,1,1
Rusk,213,President,,,WRITE-IN,0,6,6,10,16
Rusk,214,President,,,Donald J. Trump / Mike Pence,62,743,805,409,1214
Rusk,214,President,,,Hillary Clinton / Tim Kaine,21,211,232,101,333
Rusk,214,President,,,Gary Johnson / William Weld,2,14,16,9,25
Rusk,214,President,,,Jill Stein / Ajamu Baraka,0,4,4,3,7
Rusk,214,President,,,WRITE-IN,1,9,10,7,17
Rusk,215,President,,,Donald J. Trump / Mike Pence,56,651,707,298,1005
Rusk,215,President,,,Hillary Clinton / Tim Kaine,23,162,185,151,336
Rusk,215,President,,,Gary Johnson / William Weld,4,9,13,13,26
Rusk,215,President,,,Jill Stein / Ajamu Baraka,0,3,3,1,4
Rusk,215,President,,,WRITE-IN,0,5,5,1,6
Rusk,302,President,,,Donald J. Trump / Mike Pence,20,243,263,62,325
Rusk,302,President,,,Hillary Clinton / Tim Kaine,64,164,228,72,300
Rusk,302,President,,,Gary Johnson / William Weld,0,6,6,2,8
Rusk,302,President,,,Jill Stein / Ajamu Baraka,0,1,1,1,2
Rusk,302,President,,,WRITE-IN,0,1,1,1,2
Rusk,303,President,,,Donald J. Trump / Mike Pence,43,306,349,95,444
Rusk,303,President,,,Hillary Clinton / Tim Kaine,47,240,287,104,391
Rusk,303,President,,,Gary Johnson / William Weld,2,6,8,8,16
Rusk,303,President,,,Jill Stein / Ajamu Baraka,0,1,1,1,2
Rusk,303,President,,,WRITE-IN,0,4,4,2,6
Rusk,314,President,,,Donald J. Trump / Mike Pence,35,448,483,127,610
Rusk,314,President,,,Hillary Clinton / Tim Kaine,13,46,59,20,79
Rusk,314,President,,,Gary Johnson / William Weld,0,6,6,4,10
Rusk,314,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0
Rusk,314,President,,,WRITE-IN,0,0,0,0,0
Rusk,315,President,,,Donald J. Trump / Mike Pence,27,296,323,181,504
Rusk,315,President,,,Hillary Clinton / Tim Kaine,0,23,23,20,43
Rusk,315,President,,,Gary Johnson / William Weld,1,5,6,4,10
Rusk,315,President,,,Jill Stein / Ajamu Baraka,0,1,1,0,1
Rusk,315,President,,,WRITE-IN,0,1,1,2,3
Rusk,316,President,,,Donald J. Trump / Mike Pence,13,112,125,122,247
Rusk,316,President,,,Hillary Clinton / Tim Kaine,8,17,25,14,39
Rusk,316,President,,,Gary Johnson / William Weld,0,1,1,2,3
Rusk,316,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0
Rusk,316,President,,,WRITE-IN,0,1,1,3,4
Rusk,317,President,,,Donald J. Trump / Mike Pence,22,59,81,121,202
Rusk,317,President,,,Hillary Clinton / Tim Kaine,38,44,82,106,188
Rusk,317,President,,,Gary Johnson / William Weld,0,3,3,1,4
Rusk,317,President,,,Jill Stein / Ajamu Baraka,0,0,0,2,2
Rusk,317,President,,,WRITE-IN,1,0,1,2,3
Rusk,318,President,,,Donald J. Trump / Mike Pence,41,305,346,224,570
Rusk,318,President,,,Hillary Clinton / Tim Kaine,17,60,77,70,147
Rusk,318,President,,,Gary Johnson / William Weld,0,6,6,7,13
Rusk,318,President,,,Jill Stein / Ajamu Baraka,0,1,1,0,1
Rusk,318,President,,,WRITE-IN,0,0,0,2,2
Rusk,319,President,,,Donald J. Trump / Mike Pence,5,61,66,67,133
Rusk,319,President,,,Hillary Clinton / Tim Kaine,19,38,57,39,96
Rusk,319,President,,,Gary Johnson / William Weld,0,1,1,3,4
Rusk,319,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0
Rusk,319,President,,,WRITE-IN,0,0,0,1,1
Rusk,404,President,,,Donald J. Trump / Mike Pence,74,666,740,150,890
Rusk,404,President,,,Hillary Clinton / Tim Kaine,13,120,133,43,176
Rusk,404,President,,,Gary Johnson / William Weld,2,21,23,10,33
Rusk,404,President,,,Jill Stein / Ajamu Baraka,0,3,3,0,3
Rusk,404,President,,,WRITE-IN,1,13,14,3,17
Rusk,405,President,,,Donald J. Trump / Mike Pence,66,487,553,112,665
Rusk,405,President,,,Hillary Clinton / Tim Kaine,14,90,104,35,139
Rusk,405,President,,,Gary Johnson / William Weld,1,12,13,5,18
Rusk,405,President,,,Jill Stein / Ajamu Baraka,0,4,4,0,4
Rusk,405,President,,,WRITE-IN,2,1,3,3,6
Rusk,416,President,,,Donald J. Trump / Mike Pence,30,310,340,106,446
Rusk,416,President,,,Hillary Clinton / Tim Kaine,7,51,58,18,76
Rusk,416,President,,,Gary Johnson / William Weld,1,8,9,5,14
Rusk,416,President,,,Jill Stein / Ajamu Baraka,0,2,2,0,2
Rusk,416,President,,,WRITE-IN,1,2,3,0,3
Rusk,417,President,,,Donald J. Trump / Mike Pence,29,361,390,255,645
Rusk,417,President,,,Hillary Clinton / Tim Kaine,10,91,101,74,175
Rusk,417,President,,,Gary Johnson / William Weld,0,7,7,10,17
Rusk,417,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0
Rusk,417,President,,,WRITE-IN,0,2,2,4,6
Rusk,418,President,,,Donald J. Trump / Mike Pence,76,602,678,356,1034
Rusk,418,President,,,Hillary Clinton / Tim Kaine,14,137,151,84,235
Rusk,418,President,,,Gary Johnson / William Weld,1,10,11,7,18
Rusk,418,President,,,Jill Stein / Ajamu Baraka,1,1,2,2,4
Rusk,418,President,,,WRITE-IN,0,4,4,5,9
Rusk,Total:,President,,,Donald J. Trump / Mike Pence,1007,9449,10456,4219,14675
Rusk,Total:,President,,,Hillary Clinton / Tim Kaine,408,2231,2639,1296,3935
Rusk,Total:,President,,,Gary Johnson / William Weld,22,177,199,134,333
Rusk,Total:,President,,,Jill Stein / Ajamu Baraka,2,28,30,21,51
Rusk,Total:,President,,,WRITE-IN,9,72,81,59,140
Rusk,111,U.S. Representative,1,,Louie Gohmert,41,385,426,103,529
Rusk,111,U.S. Representative,1,,Shirley J. McKellar,4,64,68,23,91
Rusk,111,U.S. Representative,1,,Phil Gray,0,9,9,0,9
Rusk,111,U.S. Representative,1,,WRITE-IN,0,1,1,0,1
Rusk,112,U.S. Representative,1,,Louie Gohmert,75,610,685,301,986
Rusk,112,U.S. Representative,1,,Shirley J. McKellar,17,109,126,52,178
Rusk,112,U.S. Representative,1,,Phil Gray,0,8,8,7,15
Rusk,112,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,113,U.S. Representative,1,,Louie Gohmert,103,1077,1180,359,1539
Rusk,113,U.S. Representative,1,,Shirley J. McKellar,27,216,243,86,329
Rusk,113,U.S. Representative,1,,Phil Gray,0,14,14,13,27
Rusk,113,U.S. Representative,1,,WRITE-IN,0,1,1,0,1
Rusk,114,U.S. Representative,1,,Louie Gohmert,35,431,466,303,769
Rusk,114,U.S. Representative,1,,Shirley J. McKellar,16,79,95,56,151
Rusk,114,U.S. Representative,1,,Phil Gray,1,9,10,6,16
Rusk,114,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,201,U.S. Representative,1,,Louie Gohmert,58,334,392,77,469
Rusk,201,U.S. Representative,1,,Shirley J. McKellar,10,57,67,25,92
Rusk,201,U.S. Representative,1,,Phil Gray,1,9,10,2,12
Rusk,201,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,212,U.S. Representative,1,,Louie Gohmert,32,351,383,81,464
Rusk,212,U.S. Representative,1,,Shirley J. McKellar,13,52,65,18,83
Rusk,212,U.S. Representative,1,,Phil Gray,0,4,4,3,7
Rusk,212,U.S. Representative,1,,WRITE-IN,0,1,1,0,1
Rusk,213,U.S. Representative,1,,Louie Gohmert,80,607,687,340,1027
Rusk,213,U.S. Representative,1,,Shirley J. McKellar,10,117,127,59,186
Rusk,213,U.S. Representative,1,,Phil Gray,1,9,10,14,24
Rusk,213,U.S. Representative,1,,WRITE-IN,0,0,0,2,2
Rusk,214,U.S. Representative,1,,Louie Gohmert,61,753,814,408,1222
Rusk,214,U.S. Representative,1,,Shirley J. McKellar,22,200,222,106,328
Rusk,214,U.S. Representative,1,,Phil Gray,1,10,11,9,20
Rusk,214,U.S. Representative,1,,WRITE-IN,1,1,2,1,3
Rusk,215,U.S. Representative,1,,Louie Gohmert,56,648,704,300,1004
Rusk,215,U.S. Representative,1,,Shirley J. McKellar,22,153,175,146,321
Rusk,215,U.S. Representative,1,,Phil Gray,4,9,13,6,19
Rusk,215,U.S. Representative,1,,WRITE-IN,0,0,0,1,1
Rusk,302,U.S. Representative,1,,Louie Gohmert,17,250,267,62,329
Rusk,302,U.S. Representative,1,,Shirley J. McKellar,56,148,204,69,273
Rusk,302,U.S. Representative,1,,Phil Gray,1,5,6,2,8
Rusk,302,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,303,U.S. Representative,1,,Louie Gohmert,49,324,373,113,486
Rusk,303,U.S. Representative,1,,Shirley J. McKellar,39,202,241,86,327
Rusk,303,U.S. Representative,1,,Phil Gray,0,6,6,4,10
Rusk,303,U.S. Representative,1,,WRITE-IN,0,0,0,1,1
Rusk,314,U.S. Representative,1,,Louie Gohmert,39,439,478,124,602
Rusk,314,U.S. Representative,1,,Shirley J. McKellar,8,41,49,20,69
Rusk,314,U.S. Representative,1,,Phil Gray,0,4,4,0,4
Rusk,314,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,315,U.S. Representative,1,,Louie Gohmert,28,292,320,177,497
Rusk,315,U.S. Representative,1,,Shirley J. McKellar,0,20,20,17,37
Rusk,315,U.S. Representative,1,,Phil Gray,0,7,7,5,12
Rusk,315,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,316,U.S. Representative,1,,Louie Gohmert,15,113,128,121,249
Rusk,316,U.S. Representative,1,,Shirley J. McKellar,7,17,24,13,37
Rusk,316,U.S. Representative,1,,Phil Gray,0,1,1,2,3
Rusk,316,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,317,U.S. Representative,1,,Louie Gohmert,23,50,73,123,196
Rusk,317,U.S. Representative,1,,Shirley J. McKellar,30,45,75,95,170
Rusk,317,U.S. Representative,1,,Phil Gray,1,3,4,4,8
Rusk,317,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,318,U.S. Representative,1,,Louie Gohmert,40,296,336,213,549
Rusk,318,U.S. Representative,1,,Shirley J. McKellar,16,55,71,67,138
Rusk,318,U.S. Representative,1,,Phil Gray,0,8,8,5,13
Rusk,318,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,319,U.S. Representative,1,,Louie Gohmert,6,60,66,63,129
Rusk,319,U.S. Representative,1,,Shirley J. McKellar,15,36,51,42,93
Rusk,319,U.S. Representative,1,,Phil Gray,0,0,0,1,1
Rusk,319,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,404,U.S. Representative,1,,Louie Gohmert,77,684,761,151,912
Rusk,404,U.S. Representative,1,,Shirley J. McKellar,12,113,125,39,164
Rusk,404,U.S. Representative,1,,Phil Gray,2,12,14,5,19
Rusk,404,U.S. Representative,1,,WRITE-IN,0,2,2,0,2
Rusk,405,U.S. Representative,1,,Louie Gohmert,73,481,554,125,679
Rusk,405,U.S. Representative,1,,Shirley J. McKellar,9,91,100,27,127
Rusk,405,U.S. Representative,1,,Phil Gray,1,9,10,1,11
Rusk,405,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,416,U.S. Representative,1,,Louie Gohmert,27,307,334,104,438
Rusk,416,U.S. Representative,1,,Shirley J. McKellar,9,47,56,18,74
Rusk,416,U.S. Representative,1,,Phil Gray,2,6,8,3,11
Rusk,416,U.S. Representative,1,,WRITE-IN,0,0,0,1,1
Rusk,417,U.S. Representative,1,,Louie Gohmert,26,359,385,252,637
Rusk,417,U.S. Representative,1,,Shirley J. McKellar,11,85,96,69,165
Rusk,417,U.S. Representative,1,,Phil Gray,0,7,7,8,15
Rusk,417,U.S. Representative,1,,WRITE-IN,0,0,0,1,1
Rusk,418,U.S. Representative,1,,Louie Gohmert,78,605,683,356,1039
Rusk,418,U.S. Representative,1,,Shirley J. McKellar,14,130,144,80,224
Rusk,418,U.S. Representative,1,,Phil Gray,0,10,10,4,14
Rusk,418,U.S. Representative,1,,WRITE-IN,0,0,0,0,0
Rusk,Total:,U.S. Representative,1,,Louie Gohmert,1039,9456,10495,4256,14751
Rusk,Total:,U.S. Representative,1,,Shirley J. McKellar,367,2077,2444,1213,3657
Rusk,Total:,U.S. Representative,1,,Phil Gray,15,159,174,104,278
Rusk,Total:,U.S. Representative,1,,WRITE-IN,1,6,7,7,14
Rusk,111,Railroad Commissioner,,,Wayne Christian,37,361,398,99,497
Rusk,111,Railroad Commissioner,,,Grady Yarbrough,5,64,69,24,93
Rusk,111,Railroad Commissioner,,,Mark Miller,2,14,16,1,17
Rusk,111,Railroad Commissioner,,,Martina Salinas,0,2,2,0,2
Rusk,112,Railroad Commissioner,,,Wayne Christian,67,578,645,289,934
Rusk,112,Railroad Commissioner,,,Grady Yarbrough,19,112,131,53,184
Rusk,112,Railroad Commissioner,,,Mark Miller,5,26,31,13,44
Rusk,112,Railroad Commissioner,,,Martina Salinas,0,3,3,4,7
Rusk,113,Railroad Commissioner,,,Wayne Christian,103,1048,1151,341,1492
Rusk,113,Railroad Commissioner,,,Grady Yarbrough,22,205,227,86,313
Rusk,113,Railroad Commissioner,,,Mark Miller,1,26,27,20,47
Rusk,113,Railroad Commissioner,,,Martina Salinas,1,9,10,9,19
Rusk,114,Railroad Commissioner,,,Wayne Christian,33,413,446,286,732
Rusk,114,Railroad Commissioner,,,Grady Yarbrough,15,92,107,63,170
Rusk,114,Railroad Commissioner,,,Mark Miller,2,9,11,9,20
Rusk,114,Railroad Commissioner,,,Martina Salinas,2,3,5,3,8
Rusk,201,Railroad Commissioner,,,Wayne Christian,52,308,360,67,427
Rusk,201,Railroad Commissioner,,,Grady Yarbrough,11,59,70,28,98
Rusk,201,Railroad Commissioner,,,Mark Miller,3,13,16,6,22
Rusk,201,Railroad Commissioner,,,Martina Salinas,0,5,5,0,5
Rusk,212,Railroad Commissioner,,,Wayne Christian,31,341,372,77,449
Rusk,212,Railroad Commissioner,,,Grady Yarbrough,13,49,62,16,78
Rusk,212,Railroad Commissioner,,,Mark Miller,1,7,8,3,11
Rusk,212,Railroad Commissioner,,,Martina Salinas,0,1,1,0,1
Rusk,213,Railroad Commissioner,,,Wayne Christian,78,594,672,322,994
Rusk,213,Railroad Commissioner,,,Grady Yarbrough,10,124,134,69,203
Rusk,213,Railroad Commissioner,,,Mark Miller,1,12,13,18,31
Rusk,213,Railroad Commissioner,,,Martina Salinas,0,3,3,2,5
Rusk,214,Railroad Commissioner,,,Wayne Christian,59,723,782,393,1175
Rusk,214,Railroad Commissioner,,,Grady Yarbrough,20,198,218,104,322
Rusk,214,Railroad Commissioner,,,Mark Miller,4,24,28,14,42
Rusk,214,Railroad Commissioner,,,Martina Salinas,1,9,10,6,16
Rusk,215,Railroad Commissioner,,,Wayne Christian,53,627,680,278,958
Rusk,215,Railroad Commissioner,,,Grady Yarbrough,24,153,177,150,327
Rusk,215,Railroad Commissioner,,,Mark Miller,5,19,24,16,40
Rusk,215,Railroad Commissioner,,,Martina Salinas,1,8,9,12,21
Rusk,302,Railroad Commissioner,,,Wayne Christian,13,240,253,62,315
Rusk,302,Railroad Commissioner,,,Grady Yarbrough,58,148,206,65,271
Rusk,302,Railroad Commissioner,,,Mark Miller,1,6,7,3,10
Rusk,302,Railroad Commissioner,,,Martina Salinas,0,3,3,1,4
Rusk,303,Railroad Commissioner,,,Wayne Christian,45,300,345,94,439
Rusk,303,Railroad Commissioner,,,Grady Yarbrough,41,206,247,93,340
Rusk,303,Railroad Commissioner,,,Mark Miller,0,17,17,6,23
Rusk,303,Railroad Commissioner,,,Martina Salinas,1,3,4,6,10
Rusk,314,Railroad Commissioner,,,Wayne Christian,37,402,439,114,553
Rusk,314,Railroad Commissioner,,,Grady Yarbrough,9,49,58,21,79
Rusk,314,Railroad Commissioner,,,Mark Miller,0,10,10,4,14
Rusk,314,Railroad Commissioner,,,Martina Salinas,1,0,1,1,2
Rusk,315,Railroad Commissioner,,,Wayne Christian,27,278,305,166,471
Rusk,315,Railroad Commissioner,,,Grady Yarbrough,0,25,25,19,44
Rusk,315,Railroad Commissioner,,,Mark Miller,1,9,10,10,20
Rusk,315,Railroad Commissioner,,,Martina Salinas,0,3,3,1,4
Rusk,316,Railroad Commissioner,,,Wayne Christian,12,109,121,111,232
Rusk,316,Railroad Commissioner,,,Grady Yarbrough,9,19,28,14,42
Rusk,316,Railroad Commissioner,,,Mark Miller,0,3,3,5,8
Rusk,316,Railroad Commissioner,,,Martina Salinas,0,1,1,0,1
Rusk,317,Railroad Commissioner,,,Wayne Christian,22,56,78,119,197
Rusk,317,Railroad Commissioner,,,Grady Yarbrough,26,39,65,95,160
Rusk,317,Railroad Commissioner,,,Mark Miller,2,5,7,3,10
Rusk,317,Railroad Commissioner,,,Martina Salinas,0,1,1,3,4
Rusk,318,Railroad Commissioner,,,Wayne Christian,39,280,319,200,519
Rusk,318,Railroad Commissioner,,,Grady Yarbrough,14,57,71,68,139
Rusk,318,Railroad Commissioner,,,Mark Miller,2,12,14,8,22
Rusk,318,Railroad Commissioner,,,Martina Salinas,0,1,1,4,5
