office,district,candidate,incumbent,party,votes,pct
State Representative,127,Dan Huberty,FALSE,REP,6003,70.77
State Representative,127,Total,,,8483,
State Representative,149,Jack O'Connor,FALSE,REP,937,51.68
State Representative,149,Dianne Williams,FALSE,REP,876,48.32
State Representative,149,Total,,,1813,
District Judge,40th Judicial District,Bob Carroll,FALSE,REP,2912,62.24
District Judge,40th Judicial District,Cindy Ermatinger,FALSE,REP,1767,37.76
District Judge,40th Judicial District,Total,,,4679,
District Judge,155th Judicial District,Conrad Day,FALSE,REP,2774,47
District Judge,155th Judicial District,Jeff Steinhauser,FALSE,REP,3128,53
District Judge,155th Judicial District,Total,,,5902,
District Judge,180th Judicial District,Marc Brown,FALSE,REP,20543,51
District Judge,180th Judicial District,Danny Dexter,FALSE,REP,19739,49
District Judge,180th Judicial District,Total,,,40282,
District Judge,219th Judicial District,Scott J. Becker,FALSE,REP,8493,51.82
District Judge,219th Judicial District,Angela Tucker,FALSE,REP,7896,48.18
District Judge,219th Judicial District,Total,,,16389,
District Judge,221st Judicial District,John Devine,FALSE,REP,4274,42.26
District Judge,221st Judicial District,Lisa Benge Michalk,FALSE,REP,5840,57.74
District Judge,221st Judicial District,Total,,,10114,
District Judge,308th Judicial District,James Lombardino,FALSE,REP,25991,65
District Judge,308th Judicial District,Alice J. O'Neill,FALSE,REP,13997,35
District Judge,308th Judicial District,Total,,,39988,
District Attorney,268th Judicial District,John Healey,TRUE,REP,6685,52
District Attorney,268th Judicial District,Nina Schaefer,FALSE,REP,6170,48
District Attorney,268th Judicial District,Total,,,12855,
Criminal,Attorney Kaufman County,Richard,TRUE,REP,1912,41.57
Criminal,Attorney Kaufman County,Michael McLelland,FALSE,REP,2687,58.43
Criminal,Attorney Kaufman County,Total,,,4599,
Criminal,Attorney Van Zandt County,Chris Martin,FALSE,REP,2365,51.3
Criminal,Attorney Van Zandt County,Mark Watson,FALSE,REP,2245,48.7
Criminal,Attorney Van Zandt County,Total,,,4610,
