county,votes,mail,absentee,early_voting,election_day,provisional,limited,other
Dickens,True,False,True,True,True,False,False,False
Dimmit,True,False,False,False,False,False,False,False
Donley,True,False,False,False,False,False,False,False
Duval,True,False,True,True,True,False,False,False
Eastland,True,False,True,True,True,False,False,False
Ector,True,False,True,True,True,False,False,False
Edwards,True,False,True,True,True,False,False,False
El Paso,True,False,False,False,False,False,False,False
Ellis,True,False,True,True,True,False,False,False
Erath,True,False,True,True,True,False,False,False
Falls,True,False,True,True,True,False,False,False
Fannin,True,False,True,True,True,False,False,False
Fayette,True,False,True,True,True,False,False,False
Fisher,True,False,True,True,True,False,False,False
Floyd,True,False,False,True,True,False,False,False
Foard,True,False,True,True,True,False,False,False
Franklin,True,True,False,True,True,False,False,False
Freestone,True,True,False,True,True,False,False,True
Frio,True,False,False,True,True,False,False,False
Gaines,True,False,True,True,True,False,False,False
Galveston,True,False,False,False,False,False,False,False
Garza,True,False,False,True,True,False,False,False
Gillespie,True,False,False,True,True,False,False,False
Glasscock,True,False,False,True,True,False,False,False
Goliad,True,True,False,True,True,False,False,False
Gonzales,True,True,False,True,True,False,False,False
Gray,True,False,True,True,True,False,False,False
Grayson,True,False,True,True,True,False,False,False
Gregg,True,False,False,True,True,False,False,False
Grimes,True,False,True,True,True,False,False,False
Guadalupe,True,False,True,True,True,False,False,False
Hale,True,False,True,True,True,False,False,False
Hall,True,False,False,False,False,False,False,False
Hamilton,True,True,False,False,False,False,False,True
Hansford,True,False,False,False,False,False,False,False
Hardeman,True,True,False,True,True,False,False,False
Hardin,True,False,True,True,True,False,False,False
Harris,True,False,True,True,True,False,False,False
Harrison,True,False,False,True,True,False,False,False
Hartley,True,False,False,False,False,False,False,False
Haskell,True,False,False,True,True,False,False,False
Hays,True,False,True,True,True,False,False,False
Hemphill,True,False,True,True,True,False,False,False
Henderson,True,False,True,True,True,False,False,False
Hildalgo,True,False,True,True,True,False,False,False
Hill,True,True,False,True,True,False,False,False
Hockley,True,True,False,True,True,False,False,False
Hood,True,False,True,True,True,True,False,False
Hopkins,True,False,False,True,True,False,False,False
Houston,True,True,False,True,True,False,False,False
Howard,True,False,False,True,True,False,False,False
Hudspeth,True,False,False,False,True,False,False,False
Hunt,True,False,False,False,False,False,False,False
Hutchinson,True,False,True,True,True,False,False,False
Irion,True,False,True,True,True,False,False,False
Jack,True,False,True,True,True,False,False,False
Jackson,True,False,False,False,False,False,False,False
Jasper,True,True,False,True,True,False,False,True
Jeff Davis,True,False,False,True,True,False,False,False
Jefferson,True,False,False,True,True,False,False,False
Jim Hogg,True,False,True,True,True,False,False,True
Jim Wells,True,False,True,True,True,False,False,False
Johnson,True,True,False,True,True,False,False,False
Jones,True,False,False,False,False,False,False,False
Karnes,True,False,True,True,True,False,False,False
Kaufman,True,False,False,False,False,False,False,False
Kendall,True,False,True,True,True,False,False,False
Kenedy,True,False,True,True,True,False,False,False
Kent,True,False,False,False,False,False,False,False
Kerr,True,False,True,True,True,False,False,False
Kimble,True,False,False,True,True,False,False,False
King,True,False,False,True,True,False,False,False
Kleberg,True,True,False,True,True,True,True,False
Knox,True,False,False,False,False,False,False,False
La Salle,True,False,True,True,True,False,False,False
Lamar,True,False,True,True,True,False,False,False
Lampasas,True,False,True,True,True,False,False,False
Lavaca,True,False,False,False,False,False,False,False
Lee,True,False,True,True,True,False,False,False
Leon,True,True,False,True,True,True,True,False
Liberty,True,False,True,True,True,False,False,False
Limestone,True,False,False,False,False,False,False,False
Lipscomb,True,False,True,True,True,False,False,False
Live Oak,True,True,False,True,True,True,False,False
Llano,True,False,True,True,True,False,False,False
Loving,True,False,False,False,False,False,False,False
Lubbock,True,False,False,True,True,False,False,False
Lynn,True,True,False,True,True,False,False,False
Madison,True,False,True,True,True,False,False,False
Marion,True,False,True,True,True,False,False,False
Martin,True,False,True,True,True,False,False,False
Mason,True,True,False,True,True,False,False,False
Matagorda,True,False,True,True,True,False,False,False
Maverick,True,True,False,True,True,False,False,False
McCulloch,True,False,True,True,True,False,False,False
McLennan,True,False,True,True,True,False,False,False
McMullen,True,False,True,True,True,False,False,False
Medina,True,False,True,True,True,False,False,False
Menard,True,False,False,True,True,False,False,False
Midland,True,False,False,False,False,False,False,False
Milam,True,False,True,True,True,False,False,False
Mills,True,False,True,True,True,False,False,False
Mitchell,True,False,False,False,False,False,False,False
Montague,True,False,False,False,False,False,False,False
Montgomery,True,False,False,True,True,False,False,False
Moore,True,False,True,True,True,False,False,False
Morris,True,False,False,False,False,False,False,False
Motley,True,False,True,True,True,False,False,False
Nacogdoches,True,False,False,True,True,False,False,False
Navarro,True,False,False,False,False,False,False,False
Newton,True,False,False,True,True,False,False,False
Nolan,True,True,False,True,True,False,False,False
Ochiltree,True,True,False,True,True,False,False,False
Oldham,True,False,True,True,True,False,False,False
Orange,True,True,False,True,True,False,False,False
Palo Pinto,True,False,True,True,True,False,False,False
Panola,True,False,False,True,True,False,False,False
Parker,True,False,True,True,True,True,True,False
Parmer,True,True,False,True,True,False,False,False
Pecos,True,False,True,True,True,False,False,False
Polk,True,False,True,True,True,False,False,False
Potter,True,False,False,False,False,False,False,False
Presidio,True,True,False,True,True,False,False,False
Rains,True,False,True,True,True,False,False,False
Randall,True,False,True,True,True,False,False,False
Reagan,True,False,False,True,True,False,False,False
Real,True,False,False,True,True,False,False,False
Red River,True,False,False,True,True,False,False,False
Reeves,True,True,False,True,True,False,False,False
Refugio,True,False,True,True,True,False,False,False
Roberts,True,False,True,True,True,False,False,False
Robertson,True,True,False,True,True,False,False,False
Rockwall,True,False,False,False,False,False,False,False
Runnels,True,False,True,True,True,False,False,False
Rusk,True,True,False,False,True,False,False,True
Sabine,True,False,True,True,True,False,False,False
San Augustine,True,False,False,False,False,False,False,False
San Jacinto,True,False,True,True,True,False,False,False
San Patricio,True,False,False,True,True,False,False,False
San Saba,True,False,False,False,False,False,False,False
Schleicher,True,False,False,True,True,False,False,False
Scurry,True,False,False,False,False,False,False,False
Shackelford,True,False,True,True,True,False,False,False
Shelby,True,True,False,True,True,False,False,False
Sherman,True,False,True,True,True,False,False,False
Smith,True,True,False,True,True,False,False,False
Somervell,True,False,False,False,False,False,False,False
Starr,True,True,False,True,True,True,False,False
Stephens,True,False,True,True,True,False,False,False
Sterling,True,False,False,True,True,False,False,False
Stonewall,True,False,True,True,True,False,False,False
Sutton,True,False,True,True,True,False,False,False
Swisher,True,False,True,True,True,False,False,False
Tarrant,True,False,True,True,True,False,False,False
Taylor,True,False,True,True,True,False,False,False
Terrell,True,True,False,True,True,False,False,False
Terry,True,False,False,False,False,False,False,False
Throckmorton,True,False,False,True,True,False,False,False
Titus,True,False,True,True,True,False,False,False
Tom Green,True,False,False,True,True,False,False,False
Travis,True,False,True,True,True,False,False,False
Trinity,True,False,False,False,False,False,False,False
Tyler,True,False,True,True,True,False,False,False
Upshur,True,False,False,True,True,False,False,False
Upton,True,False,True,True,True,False,False,False
Uvalde,True,False,False,False,False,False,False,False
Val Verde,True,False,False,True,True,False,False,False
Van Zandt,True,False,False,False,False,False,False,False
Victoria,True,False,False,True,True,False,False,False
Walker,True,False,False,True,True,False,False,False
Waller,True,False,False,True,True,False,False,False
Ward,True,False,True,True,True,False,False,False
Washington,True,False,True,True,True,False,False,False
Webb,True,False,False,True,True,False,False,False
Wharton,True,False,True,True,True,True,False,False
Wheeler,True,False,False,True,True,False,False,False
Wichita,True,False,True,True,True,False,False,False
Wilbarger,True,False,True,True,True,False,False,False
Willacy,True,False,True,True,True,False,False,False
Williamson,True,False,False,False,False,False,False,False
Wilson,True,True,False,True,True,True,False,False
Winkler,True,False,False,True,True,False,False,False
Wise,True,False,True,True,True,False,False,False
Wood,True,False,False,True,True,False,False,False
Yoakum,True,False,True,True,True,False,False,False
Young,True,False,True,True,True,False,False,False
Zapata,True,False,True,True,True,False,False,False
Zavala,True,False,True,True,True,False,False,False
